GeneID	Length	forth.sorted.bam
ENSG00000257550	3718	0
ENSG00000285692	89467	0
ENSG00000275488	1472	0
ENSG00000135390	44683	2868
ENSG00000213470	364	0
ENSG00000012822	19229	9860
ENSG00000286069	159366	63
ENSG00000260492	10891	0
ENSG00000260030	7747	0
ENSG00000253053	295	0
ENSG00000249641	4316	18
ENSG00000123364	7714	43
ENSG00000123407	4054	4
ENSG00000228630	12649	58
ENSG00000275589	69	0
ENSG00000277994	97	0
ENSG00000274817	177	0
ENSG00000277129	151	0
ENSG00000123388	4518	36
ENSG00000251151	4011	7
ENSG00000180818	5215	58
ENSG00000273049	49044	0
ENSG00000197757	40200	0
ENSG00000207924	110	0
ENSG00000250133	2976	0
ENSG00000180806	8443	0
ENSG00000250451	989	0
ENSG00000037965	3785	0
ENSG00000198353	39100	279
ENSG00000273046	18252	0
ENSG00000260597	2680	0
ENSG00000172789	2506	0
ENSG00000207571	96	0
ENSG00000248265	63982	30
ENSG00000250654	5066	0
ENSG00000249388	20964	0
ENSG00000250432	40861	0
ENSG00000202146	112	0
ENSG00000123415	67732	1422
ENSG00000250742	21404	0
ENSG00000260470	2157	0
ENSG00000257534	2388	0
ENSG00000248576	5457	0
ENSG00000094916	49192	5857
ENSG00000283803	80	0
ENSG00000241785	284	0
ENSG00000257596	16449	0
ENSG00000258344	68453	8
ENSG00000135486	6896	0
ENSG00000123405	8905	0
ENSG00000111481	50645	3715
ENSG00000207381	107	0
ENSG00000199122	99	0
ENSG00000264028	267	0
ENSG00000258137	144028	36
ENSG00000258086	113194	0
ENSG00000139572	2043	0
ENSG00000161642	22166	0
ENSG00000161638	24006	0
ENSG00000257477	1101	0
ENSG00000170627	17653	0
ENSG00000123338	50492	788
ENSG00000257824	995	0
ENSG00000123360	29639	294
ENSG00000135447	13273	982
ENSG00000257780	2276	7
ENSG00000135413	4085	3
ENSG00000161634	3905	17
ENSG00000257634	4462	7
ENSG00000270858	844	14
ENSG00000172551	65491	28750
ENSG00000135426	36748	38
ENSG00000257870	4502	1
ENSG00000123307	10044	2
ENSG00000196534	5556	2
ENSG00000257350	1453	3
ENSG00000170605	6345	0
ENSG00000224622	877	1
ENSG00000227423	905	1
ENSG00000179919	951	0
ENSG00000197706	1105	0
ENSG00000213451	893	0
ENSG00000205331	892	0
ENSG00000188324	2582	0
ENSG00000230307	923	0
ENSG00000205330	8022	3
ENSG00000205329	2645	0
ENSG00000257757	934	0
ENSG00000187857	6305	4
ENSG00000203408	2056	0
ENSG00000233606	7128	4
ENSG00000257414	358	0
ENSG00000205328	1076	0
ENSG00000179899	3061	1847
ENSG00000185821	939	0
ENSG00000258763	150738	116
ENSG00000179695	9279	0
ENSG00000184954	939	0
ENSG00000205327	939	0
ENSG00000234670	825	0
ENSG00000179626	6231	0
ENSG00000179615	3145	0
ENSG00000272937	7836	3
ENSG00000175398	995	0
ENSG00000258921	20884	13
ENSG00000272837	469	0
ENSG00000258907	611	0
ENSG00000270458	165	0
ENSG00000170439	2934	49
ENSG00000135424	31476	13002
ENSG00000258311	8668	35
ENSG00000135441	4051	0
ENSG00000135437	4339	0
ENSG00000135404	4385	5864
ENSG00000258056	1749	242
ENSG00000258045	268	1
ENSG00000257384	283	0
ENSG00000135414	14143	517
ENSG00000205323	65262	10
ENSG00000257390	70272	1
ENSG00000257509	1079	0
ENSG00000123353	3839	0
ENSG00000135392	9865	533
ENSG00000182796	6639	2190
ENSG00000123342	7534	732
ENSG00000257966	2555	2
ENSG00000257569	319	0
ENSG00000170473	31206	927
ENSG00000065357	26709	1039
ENSG00000273973	560	0
ENSG00000185664	19213	222
ENSG00000123374	6009	0
ENSG00000258554	637	0
ENSG00000111540	22771	8076
ENSG00000237493	604	0
ENSG00000139531	9462	3491
ENSG00000123411	30777	334
ENSG00000273890	484	0
ENSG00000257449	12158	4
ENSG00000197728	3347	1404
ENSG00000065361	26707	12764
ENSG00000257411	7959	8
ENSG00000170515	9374	0
ENSG00000257553	9292	0
ENSG00000229117	1378	10689
ENSG00000139641	26422	12186
ENSG00000135482	9255	0
ENSG00000258345	972	0
ENSG00000258317	9587	0
ENSG00000257809	7425	6
ENSG00000196465	7392	7
ENSG00000092841	5151	15277
ENSG00000139613	27209	0
ENSG00000258199	27926	16
ENSG00000181852	19755	2411
ENSG00000139579	7840	790
ENSG00000139540	7798	71
ENSG00000139645	20578	6896
ENSG00000135469	4109	148
ENSG00000258260	2312	0
ENSG00000062485	28693	6057
ENSG00000144785	30144	2
ENSG00000257303	17917	5
ENSG00000257740	582	0
ENSG00000257727	6278	0
ENSG00000135473	17831	2571
ENSG00000110944	6237	57
ENSG00000170581	18571	4602
ENSG00000252206	64	0
ENSG00000175336	2290	29
ENSG00000274823	514	0
ENSG00000259099	2351	5
ENSG00000276272	1247	6
ENSG00000274569	399	2
ENSG00000111602	33064	1224
ENSG00000135517	19665	0
ENSG00000285528	38471	0
ENSG00000176422	11131	0
ENSG00000135423	17471	3
ENSG00000257576	1702	250
ENSG00000076067	74374	3789
ENSG00000201579	104	0
ENSG00000076108	41221	8233
ENSG00000110955	7810	16452
ENSG00000207031	75	0
ENSG00000110958	25068	4140
ENSG00000241217	297	0
ENSG00000196531	19202	4801
ENSG00000285625	26924	0
ENSG00000198056	21079	156
ENSG00000025423	35630	82
ENSG00000258679	51284	13
ENSG00000273536	301	0
ENSG00000258816	193	0
ENSG00000212383	134	0
ENSG00000170426	11276	3
ENSG00000278400	309	0
ENSG00000139547	7944	57
ENSG00000278399	4750	11
ENSG00000287715	3023	5
ENSG00000166856	3956	22
ENSG00000166860	7711	500
ENSG00000166863	18884	19
ENSG00000166866	22682	10
ENSG00000166881	32421	644
ENSG00000166886	6434	3552
ENSG00000166888	36732	18828
ENSG00000123384	84879	76344
ENSG00000259125	3000	0
ENSG00000221365	73	0
ENSG00000182379	9656	426
ENSG00000276727	701	0
ENSG00000182199	5363	3190
ENSG00000185633	5813	702
ENSG00000185482	7736	149
ENSG00000258830	46876	40
ENSG00000179912	177244	2417
ENSG00000201198	108	0
ENSG00000258001	2820	6
ENSG00000175189	17279	31
ENSG00000139269	6958	8
ENSG00000287200	5223	1
ENSG00000111087	12484	251
ENSG00000123329	16551	216
ENSG00000166986	42125	4726
ENSG00000284152	63	0
ENSG00000175197	5150	15
ENSG00000285133	2769	0
ENSG00000208028	97	0
ENSG00000166987	9439	5086
ENSG00000175203	17230	4165
ENSG00000155980	36590	158
ENSG00000166908	12245	3039
ENSG00000178498	5183	3852
ENSG00000240771	7066	130
ENSG00000224713	7521	0
ENSG00000287908	10846	13
ENSG00000135502	6625	0
ENSG00000135454	9831	264
ENSG00000242990	586	6
ENSG00000135506	27603	1
ENSG00000257342	27379	0
ENSG00000135439	18397	704
ENSG00000255737	2086	0
ENSG00000135452	12207	1104
ENSG00000135446	8287	1973
ENSG00000283621	65	0
ENSG00000139266	5309	1449
ENSG00000111012	6653	263
ENSG00000037897	3649	440
ENSG00000123427	11050	19
ENSG00000257921	24895	9
ENSG00000123297	25311	4
ENSG00000135407	21329	454
ENSG00000270039	578	0
ENSG00000206749	107	0
ENSG00000269903	433	0
ENSG00000175215	26803	15926
ENSG00000207789	84	0
ENSG00000257953	5654	0
ENSG00000245651	26649	21
ENSG00000273805	2615	3
ENSG00000166896	53110	163
ENSG00000257698	6231	0
ENSG00000257159	1342	8
ENSG00000222210	313	2
ENSG00000257668	967	4
ENSG00000257541	5471	1
ENSG00000279134	3100	4
ENSG00000279411	2029	1
ENSG00000241423	488	0
ENSG00000258133	543	0
ENSG00000258231	268937	41
ENSG00000257259	215789	0
ENSG00000139263	48374	2116
ENSG00000257443	143600	118
ENSG00000244390	726	0
ENSG00000257288	1205	0
ENSG00000286351	1365	0
ENSG00000286279	114110	81
ENSG00000258214	44954	0
ENSG00000212599	101	0
ENSG00000251931	100	0
ENSG00000257230	907	0
ENSG00000202471	151	0
ENSG00000118596	193827	1176
ENSG00000257146	247	0
ENSG00000237176	475	9
ENSG00000257294	3208	0
ENSG00000287014	119500	30
ENSG00000258184	391	0
ENSG00000252607	118	0
ENSG00000251822	114	0
ENSG00000257865	311	0
ENSG00000257308	1779	0
ENSG00000258336	777	0
ENSG00000286402	34470	10
ENSG00000198673	570892	824
ENSG00000242922	478	0
ENSG00000257528	1455	0
ENSG00000213363	605	0
ENSG00000257880	5645	0
ENSG00000258316	1126	0
ENSG00000135655	157094	2539
ENSG00000284360	96	0
ENSG00000200814	107	0
ENSG00000275881	274	0
ENSG00000061987	133660	4516
ENSG00000257568	2584	0
ENSG00000202034	98	0
ENSG00000221949	1940	17
ENSG00000257354	19462	721
ENSG00000199179	84	0
ENSG00000275180	491	0
ENSG00000111110	291157	2768
ENSG00000241941	403	0
ENSG00000213352	1007	0
ENSG00000200296	164	0
ENSG00000252660	102	0
ENSG00000139239	645	2421
ENSG00000257779	327	0
ENSG00000250517	3350	0
ENSG00000257235	2204	0
ENSG00000257664	491	0
ENSG00000166148	8443	384
ENSG00000279444	2942	7
ENSG00000257332	933	1
ENSG00000258117	67413	24
ENSG00000177990	110027	746
ENSG00000249753	171931	20
ENSG00000257005	304	0
ENSG00000255583	42413	0
ENSG00000240027	255	0
ENSG00000118600	29721	240
ENSG00000255850	17418	11
ENSG00000255642	1875	730
ENSG00000196935	317518	2824
ENSG00000242087	306	0
ENSG00000256571	688	0
ENSG00000256399	1220	0
ENSG00000255780	254	0
ENSG00000255886	59057	0
ENSG00000287618	31125	0
ENSG00000255817	11727	0
ENSG00000255629	1470	0
ENSG00000174206	35981	439
ENSG00000212298	107	0
ENSG00000243024	174729	89
ENSG00000251788	116	0
ENSG00000185306	125997	0
ENSG00000256192	354	0
ENSG00000256293	620	0
ENSG00000238440	104	0
ENSG00000184575	46734	1845
ENSG00000255566	821	0
ENSG00000277895	1311	1
ENSG00000183735	50023	1427
ENSG00000153179	190564	1964
ENSG00000256199	26473	0
ENSG00000223294	77	0
ENSG00000256670	10382	0
ENSG00000207546	97	0
ENSG00000266016	97	0
ENSG00000225195	1633	0
ENSG00000256314	960	0
ENSG00000280320	360	0
ENSG00000280181	1056	5
ENSG00000135677	45987	9244
ENSG00000111490	121550	0
ENSG00000288591	218014	6
ENSG00000286682	5777	0
ENSG00000243020	744	0
ENSG00000255693	107253	85
ENSG00000248995	61680	0
ENSG00000221564	95	0
ENSG00000198671	36657	35
ENSG00000156076	70680	418
ENSG00000207099	107	0
ENSG00000255700	586	1
ENSG00000174106	78773	1352
ENSG00000276853	656	0
ENSG00000174099	212788	3896
ENSG00000250280	5072	0
ENSG00000215208	1297	0
ENSG00000250748	175553	46
ENSG00000255866	3965	0
ENSG00000256268	23890	0
ENSG00000256915	41027	31
ENSG00000213344	471	0
ENSG00000241749	68978	37
ENSG00000149948	142165	46
ENSG00000277945	301	0
ENSG00000197301	30828	0
ENSG00000256083	13703	0
ENSG00000276878	107	0
ENSG00000256259	3342	1
ENSG00000213343	480	99
ENSG00000251857	118	0
ENSG00000139233	14196	392
ENSG00000228144	46069	163
ENSG00000239335	3699	0
ENSG00000155957	34227	1
ENSG00000090376	65428	793
ENSG00000225422	1156	0
ENSG00000284011	76	0
ENSG00000256072	5690	0
ENSG00000256777	712	1
ENSG00000222744	305	0
ENSG00000127311	41151	525
ENSG00000155974	721732	2727
ENSG00000256285	171	0
ENSG00000256420	5228	0
ENSG00000257083	145657	11
ENSG00000279310	261	0
ENSG00000255976	639	0
ENSG00000237766	1125	10
ENSG00000111530	50596	4170
ENSG00000286563	21911	39
ENSG00000256037	604	8
ENSG00000256355	715	0
ENSG00000256172	1562	0
ENSG00000203585	147667	68
ENSG00000256077	18791	0
ENSG00000127334	17069	443
ENSG00000235872	11929	158
ENSG00000255970	20429	48
ENSG00000279505	117	0
ENSG00000255772	40783	7
ENSG00000256835	281	0
ENSG00000255733	245242	92
ENSG00000244432	155	0
ENSG00000236946	1087	0
ENSG00000256708	373	0
ENSG00000111537	4973	0
ENSG00000111536	24462	0
ENSG00000127318	5363	1
ENSG00000111554	59939	387
ENSG00000251301	118776	90
ENSG00000256273	5296	0
ENSG00000273824	1407	0
ENSG00000256075	1162	6
ENSG00000256917	177	0
ENSG00000240087	888	3598
ENSG00000274459	279	0
ENSG00000127314	61047	3826
ENSG00000234040	318	0
ENSG00000206650	142	0
ENSG00000234925	475	0
ENSG00000247363	13385	15
ENSG00000241825	1714	0
ENSG00000111581	58859	1481
ENSG00000233560	1433	0
ENSG00000175782	47840	1268
ENSG00000256678	469	0
ENSG00000135679	42510	1074
ENSG00000256325	436	0
ENSG00000257181	1950	0
ENSG00000256664	439	0
ENSG00000135678	129374	1883
ENSG00000252770	62	0
ENSG00000257289	219	0
ENSG00000257336	301	0
ENSG00000258140	12135	6
ENSG00000111605	34790	2984
ENSG00000283476	62	0
ENSG00000257818	1089	11
ENSG00000274979	5309	128
ENSG00000090382	5854	390
ENSG00000257764	733	0
ENSG00000127337	31161	446
ENSG00000266185	298	4
ENSG00000241765	340	2
ENSG00000257507	11255	12
ENSG00000166225	109441	4644
ENSG00000264405	102	0
ENSG00000283677	100	0
ENSG00000166226	16145	3071
ENSG00000198812	2344	0
ENSG00000127325	56117	34
ENSG00000279551	1396	0
ENSG00000247131	24942	29
ENSG00000127328	84524	611
ENSG00000258052	53695	4
ENSG00000166268	133871	69
ENSG00000257815	341462	1205
ENSG00000257241	539	0
ENSG00000257139	21667	0
ENSG00000257613	2731	0
ENSG00000287132	3317	0
ENSG00000111596	112264	2982
ENSG00000279530	2733	0
ENSG00000135643	68003	497
ENSG00000222405	140	0
ENSG00000258168	74961	51
ENSG00000127329	121575	1982
ENSG00000277247	472	0
ENSG00000153233	282666	182
ENSG00000257302	939	0
ENSG00000207387	102	0
ENSG00000257265	24311	3
ENSG00000257454	70405	4
ENSG00000258053	70846	14
ENSG00000127324	316814	424
ENSG00000139292	146513	52
ENSG00000277223	446	0
ENSG00000288530	1560	0
ENSG00000257761	6763	0
ENSG00000133858	58127	2633
ENSG00000212461	129	0
ENSG00000173451	16344	22
ENSG00000258064	24765	9
ENSG00000139291	18966	611
ENSG00000257515	1204	2
ENSG00000080371	45424	2558
ENSG00000257410	5773	0
ENSG00000257991	363	0
ENSG00000121749	87542	1501
ENSG00000257802	1201	0
ENSG00000139287	247774	35
ENSG00000258115	11229	0
ENSG00000072657	583493	376
ENSG00000236333	26991	0
ENSG00000257287	354	0
ENSG00000257723	639	0
ENSG00000258235	922	0
ENSG00000258294	27902	8
ENSG00000258123	49128	29
ENSG00000257682	3021	0
ENSG00000243164	374	1
ENSG00000252415	109	0
ENSG00000257750	87532	17
ENSG00000201809	135	0
ENSG00000251138	582286	207
ENSG00000257587	12398	0
ENSG00000258332	10958	0
ENSG00000258320	1386	0
ENSG00000257183	35033	0
ENSG00000257113	280	0
ENSG00000257364	773	0
ENSG00000253719	7596	3422
ENSG00000257386	489	0
ENSG00000257323	300	0
ENSG00000188646	368	1
ENSG00000257998	814	0
ENSG00000257434	23825	51
ENSG00000166006	169763	1371
ENSG00000254451	63769	11
ENSG00000258112	1000	0
ENSG00000180881	114950	246
ENSG00000257823	906	0
ENSG00000273987	689	0
ENSG00000173401	35891	0
ENSG00000180481	41600	35
ENSG00000139278	23111	111
ENSG00000257497	6367	0
ENSG00000111615	20774	464
ENSG00000258077	420814	501
ENSG00000257777	1505	0
ENSG00000286259	42743	0
ENSG00000258245	303	0
ENSG00000251893	153	0
ENSG00000258088	4807	0
ENSG00000258091	255	0
ENSG00000243420	298	0
ENSG00000257329	2623	0
ENSG00000198923	197	0
ENSG00000139289	8486	1525
ENSG00000257453	885	0
ENSG00000257839	1240	0
ENSG00000187109	48374	7752
ENSG00000257941	578	0
ENSG00000258304	390	1
ENSG00000257872	1186	0
ENSG00000252858	105	0
ENSG00000257219	46134	144
ENSG00000223273	298	2
ENSG00000179941	3942	312
ENSG00000091039	208013	4478
ENSG00000257526	53274	217
ENSG00000287030	11169	0
ENSG00000213272	800	0
ENSG00000271142	658	4
ENSG00000243071	480	1410
ENSG00000241045	753	2
ENSG00000258090	724	37
ENSG00000186908	90109	1351
ENSG00000175183	20315	336
ENSG00000257910	2160	0
ENSG00000257199	591	15
ENSG00000165891	44322	101
ENSG00000286476	34461	7
ENSG00000257677	97632	47
ENSG00000067798	888370	7198
ENSG00000257835	11100	0
ENSG00000258066	7794	0
ENSG00000258225	39557	0
ENSG00000257220	668	0
ENSG00000258220	33067	6
ENSG00000258084	130512	19
ENSG00000257879	16127	0
ENSG00000257165	91681	31
ENSG00000257564	589	5
ENSG00000257948	14864	5
ENSG00000067715	588016	486
ENSG00000257191	85387	0
ENSG00000257894	162192	329
ENSG00000221788	65	0
ENSG00000257604	569	0
ENSG00000257474	10333	27
ENSG00000257956	385	30
ENSG00000177425	115986	4442
ENSG00000258048	88308	472
ENSG00000058272	161898	6738
ENSG00000277130	682	0
ENSG00000258044	1719	0
ENSG00000201942	115	0
ENSG00000257557	7812	120
ENSG00000271496	205	0
ENSG00000239473	739	3
ENSG00000238842	67	0
ENSG00000165899	281343	168
ENSG00000230291	435	0
ENSG00000222880	278	0
ENSG00000139304	278096	164
ENSG00000257786	544	0
ENSG00000257429	10019	0
ENSG00000111046	1841	1
ENSG00000111049	2760	0
ENSG00000257741	7567	2
ENSG00000111052	145406	1278
ENSG00000207763	97	0
ENSG00000258215	554	0
ENSG00000208022	98	0
ENSG00000111058	324797	2209
ENSG00000258026	31493	0
ENSG00000265227	74	0
ENSG00000139220	501579	272
ENSG00000257467	41754	0
ENSG00000258162	178596	0
ENSG00000258375	1125	0
ENSG00000257609	679	0
ENSG00000257747	39418	13
ENSG00000258193	331	0
ENSG00000133773	135125	395
ENSG00000127720	120712	689
ENSG00000257875	493	0
ENSG00000258170	16443	45
ENSG00000257837	978	1
ENSG00000257431	3141	2
ENSG00000286043	13563	2
ENSG00000179104	447991	3238
ENSG00000252220	103	0
ENSG00000213270	860	43
ENSG00000258338	1151	0
ENSG00000257124	711	0
ENSG00000285191	7035	2
ENSG00000257729	140129	32
ENSG00000221148	125	0
ENSG00000258358	1254	0
ENSG00000257296	429	0
ENSG00000072041	54125	30
ENSG00000258073	145	0
ENSG00000231738	21967	6
ENSG00000133640	228144	384
ENSG00000180318	21565	4
ENSG00000258815	24853	15
ENSG00000257855	362	0
ENSG00000258206	553	0
ENSG00000198774	35707	180
ENSG00000133636	8698	44
ENSG00000182050	883239	221
ENSG00000258178	2261	0
ENSG00000257897	745	0
ENSG00000258185	239421	0
ENSG00000280049	508	0
ENSG00000242850	445	0
ENSG00000258205	117	0
ENSG00000257648	172	0
ENSG00000258173	34	0
ENSG00000258128	2406	29
ENSG00000257912	6296	0
ENSG00000257940	1346	2
ENSG00000258179	265	4
ENSG00000240721	5935	5
ENSG00000165805	54003	13
ENSG00000133641	16315	291
ENSG00000198707	93075	2504
ENSG00000252747	78	0
ENSG00000257752	703	0
ENSG00000139324	57592	783
ENSG00000199245	109	1
ENSG00000049130	88059	899
ENSG00000281333	20195	74
ENSG00000252850	158	0
ENSG00000278011	334	1
ENSG00000246363	298886	140
ENSG00000257629	766	0
ENSG00000238302	63	0
ENSG00000257820	286	0
ENSG00000139318	5267	3413
ENSG00000274021	2257	49
ENSG00000286608	64762	881
ENSG00000271327	1495	0
ENSG00000271259	540	0
ENSG00000139323	106330	848
ENSG00000226982	2578	0
ENSG00000259075	6855	0
ENSG00000257594	5385	0
ENSG00000270344	23412	423
ENSG00000279939	286	0
ENSG00000258302	33750	118
ENSG00000070961	121252	2729
ENSG00000271614	3632	121
ENSG00000258216	388716	343
ENSG00000252207	107	0
ENSG00000257480	919	0
ENSG00000252823	94	0
ENSG00000258290	340	0
ENSG00000257725	2034	0
ENSG00000257194	5041	69
ENSG00000258183	20081	12
ENSG00000286021	313516	25
ENSG00000257995	5064	0
ENSG00000288102	190990	0
ENSG00000257787	1483	0
ENSG00000197651	49555	3
ENSG00000196243	30647	0
ENSG00000083782	41345	5
ENSG00000139330	7493	5
ENSG00000139329	8866	4845
ENSG00000011465	42341	14293
ENSG00000258148	234	0
ENSG00000258100	41563	6
ENSG00000286049	3156	2
ENSG00000274647	112	0
ENSG00000277738	758	1
ENSG00000258125	743	1
ENSG00000258224	109	1
ENSG00000257893	3736	0
ENSG00000257863	4730	0
ENSG00000257242	157939	3992
ENSG00000286907	14544	0
ENSG00000287714	5946	0
ENSG00000133639	5569	6346
ENSG00000245904	80985	199
ENSG00000239201	478	0
ENSG00000199895	101	0
ENSG00000277851	116136	189
ENSG00000205057	8055	1
ENSG00000266923	62150	3
ENSG00000257127	9472	0
ENSG00000205056	25641	2
ENSG00000258262	865	0
ENSG00000187510	69613	170
ENSG00000102189	158695	4691
ENSG00000258012	1195	0
ENSG00000257195	928	0
ENSG00000202534	107	0
ENSG00000257345	20603	24
ENSG00000257322	212265	6869
ENSG00000207365	107	0
ENSG00000270506	484	0
ENSG00000256393	78	0
ENSG00000257746	18150	0
ENSG00000257210	481	0
ENSG00000258171	8830	0
ENSG00000201502	80	1
ENSG00000257512	1133	15
ENSG00000257252	61032	501
ENSG00000173598	30264	4248
ENSG00000177889	36275	1675
ENSG00000200011	102	0
ENSG00000198015	48727	1287
ENSG00000243015	282	0
ENSG00000258271	430	0
ENSG00000246985	29747	330
ENSG00000120833	13674	991
ENSG00000186076	765	3177
ENSG00000169372	217466	1523
ENSG00000258274	30033	0
ENSG00000264978	297	0
ENSG00000258303	1872	0
ENSG00000257283	48639	230
ENSG00000271382	2773	7
ENSG00000223126	309	0
ENSG00000257360	1261	0
ENSG00000136040	159099	1228
ENSG00000258035	20197	0
ENSG00000287237	1752	0
ENSG00000258172	5046	0
ENSG00000258365	5087	0
ENSG00000173588	153540	1233
ENSG00000244391	307	0
ENSG00000213250	1226	0
ENSG00000278916	2482	10
ENSG00000257400	4897	2
ENSG00000244091	285	1
ENSG00000258357	780	32
ENSG00000236349	1296	93
ENSG00000266099	71	0
ENSG00000057704	83436	1284
ENSG00000283818	122	0
ENSG00000257847	273	0
ENSG00000216306	1012	3
ENSG00000283998	116	0
ENSG00000184752	106694	397
ENSG00000120798	53400	1031
ENSG00000180263	140734	2313
ENSG00000257121	515	0
ENSG00000237774	630	0
ENSG00000028203	85054	3237
ENSG00000202470	103	0
ENSG00000257666	521	0
ENSG00000212535	108	0
ENSG00000199172	94	3
ENSG00000265917	62	22
ENSG00000257943	131171	123
ENSG00000258313	669	0
ENSG00000222544	107	0
ENSG00000241556	465	843
ENSG00000111142	42320	2883
ENSG00000136014	34917	136
ENSG00000257150	122418	214
ENSG00000212448	98	0
ENSG00000074527	133383	14230
ENSG00000258343	67107	545
ENSG00000199506	107	0
ENSG00000258292	20211	0
ENSG00000139343	44901	287
ENSG00000165972	75588	70
ENSG00000285030	629	0
ENSG00000139344	25390	222
ENSG00000084110	23704	49
ENSG00000257878	14969	9
ENSG00000111144	42768	1712
ENSG00000257715	2649	0
ENSG00000258251	352	0
ENSG00000277062	299	1
ENSG00000283422	11435	0
ENSG00000111145	75450	2178
ENSG00000258177	1177	0
ENSG00000287454	6088	0
ENSG00000059758	122220	1958
ENSG00000201435	139	0
ENSG00000257169	377	0
ENSG00000258272	63117	64
ENSG00000252827	287	0
ENSG00000188596	385985	257
ENSG00000258846	2002	527
ENSG00000139350	46557	719
ENSG00000202368	102	0
ENSG00000258131	199954	86
ENSG00000257470	103606	0
ENSG00000279190	4547	0
ENSG00000286434	5305	0
ENSG00000257920	3518	0
ENSG00000255794	167532	1202
ENSG00000221479	70	0
ENSG00000273942	136	0
ENSG00000274230	109	0
ENSG00000275231	107	0
ENSG00000273570	126	0
ENSG00000275971	203	0
ENSG00000274819	268	0
ENSG00000251844	92	0
ENSG00000278802	165	0
ENSG00000276398	193	0
ENSG00000279798	715	0
ENSG00000207586	100	0
ENSG00000277081	154	0
ENSG00000257157	169	0
ENSG00000257501	48448	40
ENSG00000206899	107	0
ENSG00000265861	66	0
ENSG00000263890	66	0
ENSG00000258312	179432	76
ENSG00000257580	609	1
ENSG00000201296	143	0
ENSG00000286056	3274	8
ENSG00000227825	3311	126
ENSG00000245017	18312	27
ENSG00000257167	3450	32
ENSG00000120802	34868	1492
ENSG00000225185	492	4
ENSG00000075415	12789	9404
ENSG00000212443	249	0
ENSG00000166130	31709	592
ENSG00000120868	90144	620
ENSG00000185046	1258198	7656
ENSG00000258204	480	0
ENSG00000257458	44975	0
ENSG00000202324	123	0
ENSG00000258039	11653	0
ENSG00000180219	2362	0
ENSG00000287675	575	1
ENSG00000214203	787	66
ENSG00000279148	1293	9
ENSG00000111647	114420	1374
ENSG00000280088	1750	0
ENSG00000257696	1614	9
ENSG00000238105	17303	1762
ENSG00000266610	264	0
ENSG00000257489	26588	164
ENSG00000221476	66	0
ENSG00000075089	42744	25
ENSG00000166153	63411	54
ENSG00000206790	103	0
ENSG00000136021	74576	2764
ENSG00000179520	64982	16
ENSG00000012504	90707	39
ENSG00000271177	235	0
ENSG00000139354	54606	244
ENSG00000257803	1454	0
ENSG00000151572	411116	153
ENSG00000257325	6932	0
ENSG00000258007	675	0
ENSG00000258033	2499	0
ENSG00000256870	54746	62
ENSG00000207414	107	0
ENSG00000241744	736	0
ENSG00000120800	106514	1436
ENSG00000120805	14657	2119
ENSG00000257543	689	10
ENSG00000222890	103	0
ENSG00000239413	251	1
ENSG00000206929	108	0
ENSG00000202249	116	1
ENSG00000252366	118	0
ENSG00000166211	11662	6
ENSG00000196091	117676	9168
ENSG00000257514	13251	0
ENSG00000274560	449	3
ENSG00000111666	47194	3155
ENSG00000199933	111	0
ENSG00000139351	10825	0
ENSG00000111670	85461	4356
ENSG00000222255	104	0
ENSG00000258230	642	0
ENSG00000201168	116	0
ENSG00000222932	93	0
ENSG00000223046	108	0
ENSG00000252863	60	0
ENSG00000258153	308	42
ENSG00000136048	134551	1835
ENSG00000257202	1310	0
ENSG00000241917	459	0
ENSG00000258308	7423	0
ENSG00000258288	440	0
ENSG00000120860	49310	1265
ENSG00000257222	11466	18
ENSG00000075188	47018	319
ENSG00000185480	77336	169
ENSG00000183395	1375	0
ENSG00000281344	205012	90
ENSG00000264554	296	0
ENSG00000258142	507	0
ENSG00000283052	159137	0
ENSG00000017427	85871	219
ENSG00000257254	405	0
ENSG00000258169	15120	2
ENSG00000171759	121522	52
ENSG00000282964	547	0
ENSG00000139352	2840	3
ENSG00000288092	2734	0
ENSG00000257703	99042	18
ENSG00000257860	27414	1
ENSG00000179088	258420	106
ENSG00000257415	1556	0
ENSG00000257994	764	0
ENSG00000286197	53004	6
ENSG00000257762	31197	2
ENSG00000136011	179447	231
ENSG00000212594	132	0
ENSG00000257737	3216	0
ENSG00000257766	832	0
ENSG00000257681	22544	21
ENSG00000111696	70782	1088
ENSG00000257754	2476	0
ENSG00000257327	3214	2
ENSG00000214198	86463	124
ENSG00000166598	23539	9478
ENSG00000284503	131	0
ENSG00000204954	24946	131
ENSG00000139372	23053	1087
ENSG00000120820	75200	2528
ENSG00000216285	765	0
ENSG00000111727	41994	475
ENSG00000120837	21156	908
ENSG00000199415	121	0
ENSG00000257193	7265	4
ENSG00000286258	6200	0
ENSG00000198431	134529	2328
ENSG00000257732	18409	0
ENSG00000213442	528	0
ENSG00000255150	1467	0
ENSG00000171310	306720	1353
ENSG00000258111	411	0
ENSG00000279176	1375	0
ENSG00000264295	84	0
ENSG00000136052	156192	1911
ENSG00000222579	95	0
ENSG00000286410	12928	0
ENSG00000257758	1279	95
ENSG00000151131	87882	604
ENSG00000136010	87860	47
ENSG00000136051	61807	1690
ENSG00000136044	62907	4611
ENSG00000235162	160808	883
ENSG00000286903	6836	0
ENSG00000257642	22151	0
ENSG00000286520	4353	0
ENSG00000257859	39860	11
ENSG00000257773	1110	348
