GeneID	Length	sixth.sorted.bam
ENSG00000287095	19472	0
ENSG00000129292	73450	2547
ENSG00000270137	725	0
ENSG00000223697	6182	0
ENSG00000042832	267946	167
ENSG00000240237	471	0
ENSG00000155926	66185	0
ENSG00000276961	101	0
ENSG00000287736	2809	0
ENSG00000104415	40652	141
ENSG00000104419	64852	7882
ENSG00000243537	408	0
ENSG00000253638	480	0
ENSG00000225259	1102	390
ENSG00000008513	117093	4602
ENSG00000283176	240	0
ENSG00000283197	85	0
ENSG00000261220	679	6
ENSG00000212273	128	1
ENSG00000276193	282	0
ENSG00000253970	640	0
ENSG00000253916	802	0
ENSG00000253561	43129	6
ENSG00000253165	1802	0
ENSG00000254313	176	0
ENSG00000253593	15912	6
ENSG00000277576	659	0
ENSG00000271240	268	0
ENSG00000288067	200105	29
ENSG00000253627	108583	0
ENSG00000066827	235262	1458
ENSG00000276140	79	0
ENSG00000248492	2619	0
ENSG00000277732	201	0
ENSG00000278454	80	0
ENSG00000271048	382	0
ENSG00000272456	1003	7
ENSG00000278898	2468	2
ENSG00000279518	2186	87
ENSG00000259820	6253	474
ENSG00000207582	88	0
ENSG00000199153	70	0
ENSG00000254028	1736	5
ENSG00000253433	4569	9
ENSG00000251218	31965	12
ENSG00000244413	453	0
ENSG00000254083	65589	28
ENSG00000254372	1088	0
ENSG00000131773	199267	837
ENSG00000253915	797	0
ENSG00000199652	153	0
ENSG00000254101	1232815	343
ENSG00000286927	3260	0
ENSG00000285683	57997	0
ENSG00000206678	107	0
ENSG00000274572	118	0
ENSG00000285817	120810	30
ENSG00000254076	1744	0
ENSG00000253288	274214	37
ENSG00000254361	167670	0
ENSG00000253988	9973	0
ENSG00000147724	367239	226
ENSG00000169436	325807	303
ENSG00000253432	6526	2
ENSG00000251744	105	0
ENSG00000253783	13761	1
ENSG00000254258	2955	10
ENSG00000275078	271	0
ENSG00000169427	103272	24
ENSG00000167632	730855	5516
ENSG00000253574	5383	0
ENSG00000250733	2775	0
ENSG00000274064	1282	0
ENSG00000282164	5650	0
ENSG00000259891	2231	305
ENSG00000104472	5844	783
ENSG00000123908	115478	3927
ENSG00000279766	671	0
ENSG00000280326	1518	0
ENSG00000280303	2003	68
ENSG00000169398	344317	5773
ENSG00000254324	90	0
ENSG00000279786	1816	0
ENSG00000252864	102	0
ENSG00000253266	5307	3
ENSG00000105339	78531	2266
ENSG00000253210	5348	0
ENSG00000022567	101140	1946
ENSG00000280035	2660	0
ENSG00000253307	1007	0
ENSG00000254019	2253	0
ENSG00000254197	14635	0
ENSG00000254291	1008	0
ENSG00000253595	4117	5
ENSG00000261655	1963	41
ENSG00000204882	10817	55
ENSG00000244998	2636	7
ENSG00000184489	40460	1387
ENSG00000226807	73402	101
ENSG00000271959	3410	0
ENSG00000238854	75	0
ENSG00000253605	957	0
ENSG00000287325	2453	0
ENSG00000226490	4100	0
ENSG00000287677	80552	5
ENSG00000221768	72	0
ENSG00000254183	751	0
ENSG00000261710	1793	0
ENSG00000287332	74114	10
ENSG00000265247	80	0
ENSG00000254008	10648	4
ENSG00000171045	191103	6386
ENSG00000253602	282	0
ENSG00000261693	3377	49
ENSG00000181790	95580	1128
ENSG00000232722	10622	9
ENSG00000198576	3431	627
ENSG00000261044	692	0
ENSG00000277332	2053	3
ENSG00000234616	24509	3367
ENSG00000167653	12418	18
ENSG00000160886	5017	40
ENSG00000253741	25160	61
ENSG00000130193	9705	3844
ENSG00000253806	408	0
ENSG00000126233	1458	3
ENSG00000197353	2383	10
ENSG00000253196	3312	1
ENSG00000284505	13891	27
ENSG00000283992	5491	0
ENSG00000180155	6614	0
ENSG00000167656	1658	40
ENSG00000253715	26747	12
ENSG00000283686	8519	0
ENSG00000253728	803	0
ENSG00000104499	82260	16
ENSG00000253421	444	0
ENSG00000160882	7491	0
ENSG00000179142	7285	0
ENSG00000247317	36700	349
ENSG00000253971	633	0
ENSG00000160932	5851	16776
ENSG00000177335	21476	112
ENSG00000250115	757	0
ENSG00000243328	673	1
ENSG00000261667	2545	0
ENSG00000176956	2798	2
ENSG00000277494	3953	3063
ENSG00000181638	15885	24
ENSG00000264668	29294	210
ENSG00000250571	9499	232
ENSG00000253716	1530	82
ENSG00000185730	10277	1181
ENSG00000272172	223	0
ENSG00000184428	55596	2618
ENSG00000212221	107	0
ENSG00000254389	1918	49
ENSG00000158106	15346	5185
ENSG00000253931	4306	1
ENSG00000254338	1472	0
ENSG00000182759	11551	3
ENSG00000014164	103789	4834
ENSG00000287576	3481	27
ENSG00000254859	7757	47
ENSG00000275558	289	0
ENSG00000104518	9856	4642
ENSG00000204839	6581	390
ENSG00000255050	3908	27
ENSG00000147813	3865	495
ENSG00000279605	4947	6
ENSG00000254741	1035	0
ENSG00000104529	19845	6102
ENSG00000179886	5394	1404
ENSG00000104524	6564	1659
ENSG00000104522	5431	2951
ENSG00000254812	1686	21
ENSG00000183309	20406	1688
ENSG00000181135	29447	1064
ENSG00000181097	2260	0
ENSG00000255181	1416	0
ENSG00000254574	4578	0
ENSG00000181085	6119	880
ENSG00000254548	646	0
ENSG00000180921	14302	13851
ENSG00000265660	71	0
ENSG00000203499	56505	2637
ENSG00000254973	13718	0
ENSG00000180900	24854	18719
ENSG00000284224	86	0
ENSG00000179950	13009	9742
ENSG00000287222	3344	192
ENSG00000255343	794	0
ENSG00000185189	7391	6050
ENSG00000284142	61	0
ENSG00000285599	1478	0
ENSG00000261150	21144	26524
ENSG00000288096	13089	17
ENSG00000178209	61588	66371
ENSG00000207574	89	0
ENSG00000178685	35620	11921
ENSG00000178719	3360	0
ENSG00000186583	34835	136
ENSG00000204791	2444	20
ENSG00000178814	12700	8763
ENSG00000277888	60	0
ENSG00000255224	1264	13
ENSG00000178896	2001	474
ENSG00000284200	69	0
ENSG00000197858	3627	13904
ENSG00000179091	2487	5239
ENSG00000179526	9492	4249
ENSG00000179632	3151	0
ENSG00000179698	10603	307
ENSG00000235173	3078	3220
ENSG00000227473	2451	220
ENSG00000179832	113925	10300
ENSG00000261236	29394	6931
ENSG00000284054	65	0
ENSG00000260428	2029	0
ENSG00000185122	23130	9817
ENSG00000185000	12327	6483
ENSG00000254690	549	0
ENSG00000284229	70	0
ENSG00000261678	5918	20
ENSG00000261587	2696	5
ENSG00000271698	2382	1
ENSG00000185803	7138	4442
ENSG00000182325	3946	0
ENSG00000173137	20142	804
ENSG00000071894	16107	15967
ENSG00000284310	82	0
ENSG00000284139	80	0
ENSG00000283770	69	0
ENSG00000272115	485	13
ENSG00000147804	7103	854
ENSG00000160948	4963	4715
ENSG00000160949	15666	2537
ENSG00000276598	69	0
ENSG00000232600	2297	0
ENSG00000187954	16096	5017
ENSG00000254578	1285	0
ENSG00000167702	8160	2463
ENSG00000160973	2438	17
ENSG00000160972	24153	566
ENSG00000255182	9987	43
ENSG00000167701	4202	583
ENSG00000167700	2144	2084
ENSG00000160957	6558	1305
ENSG00000265393	1106	0
ENSG00000160959	7181	2409
ENSG00000254402	4646	68
ENSG00000213563	3400	1891
ENSG00000147799	76638	3527
ENSG00000255456	2449	0
ENSG00000274772	296	0
ENSG00000254533	572	15
ENSG00000255085	8165	102
ENSG00000263612	947	7
ENSG00000198169	35511	1288
ENSG00000196378	14232	338
ENSG00000244307	291	0
ENSG00000161016	2823	46115
ENSG00000283764	61	0
ENSG00000197363	12294	1744
ENSG00000147789	20046	673
ENSG00000170619	12695	915
ENSG00000286681	14615	267
ENSG00000196150	25672	777
ENSG00000170631	20531	622
ENSG00000196922	29307	1151
ENSG00000255164	1924	0
ENSG00000254618	655	0
ENSG00000255559	3236	27
ENSG00000255530	346	0
ENSG00000255000	1030	5
ENSG00000182307	14221	2315
ENSG00000236875	1650	57
ENSG00000181404	59391	8704
ENSG00000227518	3235	0
ENSG00000283921	138	0
ENSG00000218839	2876	0
ENSG00000284986	20923	0
ENSG00000277631	17181	66
ENSG00000227917	9335	10
ENSG00000231808	1042	4
ENSG00000170122	1974	34
ENSG00000172785	58110	2123
ENSG00000287480	12490	104
ENSG00000183784	3070	46
ENSG00000107099	250406	3012
ENSG00000235880	5037	0
ENSG00000227155	39757	5
ENSG00000107104	275816	9086
ENSG00000235330	674	0
ENSG00000228115	7837	0
ENSG00000226403	2833	0
ENSG00000202172	105	0
ENSG00000229875	341	0
ENSG00000227914	12078	0
ENSG00000137090	127401	45
ENSG00000064218	15078	62
ENSG00000252991	106	0
ENSG00000228783	715	0
ENSG00000286684	954	3
ENSG00000281769	3017	306
ENSG00000173253	7695	153
ENSG00000224836	334	0
ENSG00000236594	454	0
ENSG00000233575	324	1
ENSG00000202383	117	1
ENSG00000287465	9783	4
ENSG00000224092	764	1
ENSG00000080503	213335	13130
ENSG00000236199	4124	0
ENSG00000222973	191	0
ENSG00000264615	281	0
ENSG00000236404	221763	439
ENSG00000231052	539	0
ENSG00000147852	38270	898
ENSG00000286670	1516	0
ENSG00000168263	12528	33
ENSG00000080608	123627	3137
ENSG00000236496	986	39
ENSG00000229184	485	5
ENSG00000227835	146336	101
ENSG00000236511	19104	10
ENSG00000080298	307708	1687
ENSG00000215297	464	0
ENSG00000232104	165092	1723
ENSG00000237359	17444	0
ENSG00000226669	5551	0
ENSG00000107249	524266	591
ENSG00000236724	3226	0
ENSG00000237009	2607	0
ENSG00000230001	979	0
ENSG00000228322	6657	0
ENSG00000200941	147	2
ENSG00000106688	97002	517
ENSG00000106686	113289	253
ENSG00000225893	730	0
ENSG00000205808	2965	0
ENSG00000273061	2903	23
ENSG00000106993	28841	616
ENSG00000147853	32488	2854
ENSG00000287759	17899	120
ENSG00000270639	1279	0
ENSG00000220105	604	23
ENSG00000120158	92974	1602
ENSG00000233186	1185	0
ENSG00000199065	79	0
ENSG00000228165	75	0
ENSG00000220937	1233	259
ENSG00000096968	145559	1087
ENSG00000234534	996	0
ENSG00000182347	1114	0
ENSG00000227730	512	0
ENSG00000228166	876	0
ENSG00000224083	1528	0
ENSG00000235917	985	0
ENSG00000228097	670	0
ENSG00000237711	774	0
ENSG00000236254	1354	0
ENSG00000230225	1267	0
ENSG00000236567	1937	0
ENSG00000254017	1256	0
ENSG00000120210	61768	269
ENSG00000237553	220	0
ENSG00000120211	3886	1
ENSG00000107014	4853	11
ENSG00000214195	273	7
ENSG00000107018	4947	5
ENSG00000272866	615	3
ENSG00000231967	214	3
ENSG00000107020	79955	347
ENSG00000214190	604	0
ENSG00000120217	20064	17
ENSG00000286162	172272	698
ENSG00000197646	60752	0
ENSG00000231509	4505	0
ENSG00000107036	147533	1370
ENSG00000225408	1224	0
ENSG00000099219	68042	1505
ENSG00000223621	646	5
ENSG00000183354	126887	4651
ENSG00000120215	19718	0
ENSG00000263575	79	0
ENSG00000137040	4601	780
ENSG00000228739	19355	19
ENSG00000237274	1315	1
ENSG00000137033	42198	681
ENSG00000228132	335	1
ENSG00000233846	487	101
ENSG00000170777	3526	0
ENSG00000147854	93904	1501
ENSG00000233367	34414	0
ENSG00000178445	113263	238
ENSG00000264530	260	0
ENSG00000237158	517	0
ENSG00000206147	466	0
ENSG00000236924	24680	53
ENSG00000266863	292	0
ENSG00000229057	1369	0
ENSG00000231381	1010	0
ENSG00000232946	331	1
ENSG00000229611	3511	4
ENSG00000225489	11282	44
ENSG00000107077	454786	2635
ENSG00000231108	479	0
ENSG00000256968	279	0
ENSG00000230581	1122	0
ENSG00000224972	76190	0
ENSG00000285688	25882	20
ENSG00000288042	39006	5
ENSG00000230207	1276	5297
ENSG00000178654	555	0
ENSG00000273056	584	10
ENSG00000137038	91881	755
ENSG00000231902	46711	6
ENSG00000226376	4311	0
ENSG00000153707	2298478	858
ENSG00000235389	958	0
ENSG00000212695	531	0
ENSG00000239102	60	0
ENSG00000225706	6646	0
ENSG00000234021	26999	0
ENSG00000212829	348	0
ENSG00000265735	321	0
ENSG00000230920	4362	0
ENSG00000234360	267	0
ENSG00000226717	7219	1
ENSG00000232035	454	1
ENSG00000227138	169	0
ENSG00000230589	557	0
ENSG00000270372	110	0
ENSG00000234146	1349	0
ENSG00000230365	1001	0
ENSG00000286474	122848	16
ENSG00000275130	126	0
ENSG00000285784	439698	98
ENSG00000224935	60489	12
ENSG00000231491	919	0
ENSG00000222581	186	0
ENSG00000107165	24847	3
ENSG00000235448	115824	13
ENSG00000243115	295	0
ENSG00000153714	48041	769
ENSG00000222658	97	5
ENSG00000285637	75824	73
ENSG00000214121	596	0
ENSG00000234586	1199	0
ENSG00000107186	173887	3047
ENSG00000234740	4678	0
ENSG00000223672	645	0
ENSG00000226197	450442	1822
ENSG00000270547	81746	0
ENSG00000288556	5655	0
ENSG00000205636	17640	7
ENSG00000229268	1735	6
ENSG00000235533	4145	5
ENSG00000223568	1146	4
ENSG00000213954	486	1
ENSG00000147862	317141	25399
ENSG00000234982	792	0
ENSG00000225472	41418	0
ENSG00000287708	76617	19
ENSG00000237137	127	0
ENSG00000273399	561	1
ENSG00000272871	1269	23
ENSG00000229029	624	8
ENSG00000175893	82401	1068
ENSG00000147869	3010	5
ENSG00000164946	176330	2323
ENSG00000286500	4188	0
ENSG00000283647	524	0
ENSG00000199814	107	0
ENSG00000232000	225389	299
ENSG00000214110	998	0
ENSG00000215237	26418	0
ENSG00000234297	996	0
ENSG00000251960	98	0
ENSG00000155158	143739	727
ENSG00000215236	742	11
ENSG00000164975	43250	1528
ENSG00000251834	108	0
ENSG00000164985	46930	1986
ENSG00000278754	132	1
ENSG00000240613	300	0
ENSG00000213362	551	1045
ENSG00000207433	107	0
ENSG00000164989	508621	1123
ENSG00000231376	261	0
ENSG00000207360	106	0
ENSG00000205549	207056	94
ENSG00000173068	461341	2938
ENSG00000231756	3050	0
ENSG00000230694	715	0
ENSG00000234779	711	0
ENSG00000233551	273	0
ENSG00000237153	196612	63
ENSG00000285169	6925	0
ENSG00000241152	304	0
ENSG00000226470	146	0
ENSG00000237083	301	0
ENSG00000044459	368942	1618
ENSG00000224488	1399	0
ENSG00000107295	218059	68
ENSG00000228810	2158	0
ENSG00000178031	1004388	1486
ENSG00000227167	1624	0
ENSG00000264638	74	0
ENSG00000252960	304	0
ENSG00000236857	553	0
ENSG00000155875	190453	112
ENSG00000236680	1238	0
ENSG00000155876	1599	1974
ENSG00000147874	49764	941
ENSG00000251733	131	0
ENSG00000252943	104	0
ENSG00000201118	96	0
ENSG00000147872	40916	4547
ENSG00000232176	712	759
ENSG00000137145	143111	4806
ENSG00000232978	1240	0
ENSG00000272842	560	0
ENSG00000273226	546	52
ENSG00000137154	4522	25975
ENSG00000234853	671	1
ENSG00000285911	21606	27
ENSG00000177076	43497	512
ENSG00000260912	1965	156
ENSG00000231909	3599	3
ENSG00000155886	279477	61
ENSG00000232158	318	0
ENSG00000286685	105678	33
ENSG00000276667	174	40
ENSG00000261402	3844	1
ENSG00000270712	754	0
ENSG00000277711	756	0
ENSG00000237434	832	0
ENSG00000171843	280850	1617
ENSG00000263790	91	0
ENSG00000222202	107	0
ENSG00000264941	78	0
ENSG00000237088	788	0
ENSG00000188352	337647	2465
ENSG00000227071	1385	0
ENSG00000207609	84	0
ENSG00000202189	129	0
ENSG00000188921	32132	341
ENSG00000230208	553	0
ENSG00000171855	839	1
ENSG00000225027	294	0
ENSG00000275980	753	2
ENSG00000177047	1932	0
ENSG00000199635	102	2
ENSG00000137080	1024	0
ENSG00000232281	600	0
ENSG00000236637	978	1
ENSG00000226597	591	0
ENSG00000214042	737	0
ENSG00000186803	963	1
ENSG00000223684	591	0
ENSG00000147885	939	0
ENSG00000234829	980	0
ENSG00000232138	588	0
ENSG00000228083	1004	1
ENSG00000224416	570	0
ENSG00000147873	987	1
ENSG00000226393	528	4
ENSG00000198642	5740	1926
ENSG00000120235	1544	0
ENSG00000233816	1539	1
ENSG00000188379	1144	1
ENSG00000261696	1459	0
ENSG00000231195	526	0
ENSG00000235108	571	0
ENSG00000120242	1069	2
ENSG00000288541	11992	4
ENSG00000237691	580	0
ENSG00000197919	878	2
ENSG00000171889	106099	412
ENSG00000238271	566	0
ENSG00000184995	1475	0
ENSG00000199177	71	0
ENSG00000264379	76	0
ENSG00000227443	392	0
ENSG00000229835	1768	49
ENSG00000244230	283	0
ENSG00000264545	226959	35
ENSG00000099810	135016	0
ENSG00000229298	727	0
ENSG00000265194	3017	0
ENSG00000279670	1670	0
ENSG00000264801	1617	0
ENSG00000224854	823	0
ENSG00000147889	27549	0
ENSG00000240498	133965	44
ENSG00000266446	532	0
ENSG00000147883	6403	0
ENSG00000215221	382	0
ENSG00000274055	144	0
ENSG00000277653	150	0
ENSG00000236921	10683	0
ENSG00000176399	8917	88
ENSG00000234840	178014	27
ENSG00000284418	735185	192
ENSG00000236739	535	0
ENSG00000224549	1142	0
ENSG00000287696	2380	0
ENSG00000283982	171697	73
ENSG00000227607	255	0
ENSG00000233906	612	0
ENSG00000226626	769	1
ENSG00000107105	136234	57
ENSG00000287843	2387	0
ENSG00000231460	20245	3
ENSG00000237414	3065	1
ENSG00000277608	685	0
ENSG00000287139	18321	0
ENSG00000205442	2995	0
ENSG00000269957	46167	16
ENSG00000223088	267	0
ENSG00000222693	341	0
ENSG00000287318	4616	1
ENSG00000198680	2052	752
ENSG00000236306	64554	63
ENSG00000270683	523	0
ENSG00000276759	51734	9
ENSG00000279256	1899	0
ENSG00000254261	39922	5
ENSG00000252580	132	0
ENSG00000253400	4130	1
ENSG00000120159	52119	874
ENSG00000232466	372	0
ENSG00000240306	293	0
ENSG00000137055	43871	1254
ENSG00000096872	115892	1202
ENSG00000234676	516	0
ENSG00000184434	12537	0
ENSG00000254396	2099	9
ENSG00000120156	121034	941
ENSG00000223162	115	0
ENSG00000232867	300	0
ENSG00000283945	39190	63
ENSG00000120160	12497	15
ENSG00000120162	204606	3391
ENSG00000237734	5830	0
ENSG00000287355	2395	0
ENSG00000147896	2185	0
ENSG00000285103	14818	100
ENSG00000147894	38227	542
ENSG00000215441	2364	7
ENSG00000260390	15206	2
ENSG00000260412	6881	1
ENSG00000174482	722209	164
ENSG00000229060	1026	0
ENSG00000287551	26999	0
ENSG00000224955	625	0
ENSG00000215966	81	0
ENSG00000215939	77	0
ENSG00000287038	14908	2
ENSG00000230276	352	0
ENSG00000277646	1120	0
ENSG00000229834	368	0
ENSG00000230097	1970	0
ENSG00000280683	186078	57
ENSG00000232060	602	0
ENSG00000239792	1003	0
ENSG00000215210	1168	221
ENSG00000235626	1269	0
ENSG00000226246	1276	1
ENSG00000233278	348	106
ENSG00000214020	493	0
ENSG00000228557	2488	0
ENSG00000223421	1363	0
ENSG00000232203	877	66
ENSG00000260720	9880	6
ENSG00000226998	664	0
ENSG00000229080	670	0
ENSG00000235148	585	0
ENSG00000252313	135	0
ENSG00000225347	898	1
ENSG00000122729	70167	4433
ENSG00000107201	70907	1385
ENSG00000197579	12043	1913
ENSG00000235453	17478	14
ENSG00000165264	20184	252
ENSG00000232303	979	0
ENSG00000122728	6216	39
ENSG00000223440	15232	7
ENSG00000230516	1924	0
ENSG00000238001	458	0
ENSG00000230867	454	0
ENSG00000188133	5662	0
ENSG00000272113	90	0
ENSG00000236796	33021	38
ENSG00000231193	1165	0
ENSG00000137074	138530	1618
ENSG00000223807	400	0
ENSG00000237437	1227	0
ENSG00000236184	844	0
ENSG00000225693	484	0
ENSG00000086061	14635	2950
ENSG00000122692	34910	1952
ENSG00000086062	63275	13495
ENSG00000233554	15918	48
ENSG00000252224	126	0
ENSG00000122711	30203	32
ENSG00000107262	16901	1755
ENSG00000086065	17192	999
ENSG00000086102	80646	4312
ENSG00000200544	87	0
ENSG00000165269	19504	4626
ENSG00000286322	9076	82
ENSG00000165272	6441	1368
ENSG00000270542	187	1
ENSG00000165271	12578	6211
ENSG00000275651	67	0
ENSG00000226823	7057	24
ENSG00000228072	1815	1
ENSG00000230453	48616	81
ENSG00000225123	228	0
ENSG00000234373	635	2
ENSG00000226562	27180	104
ENSG00000204982	162	0
ENSG00000205274	745	3
ENSG00000231991	1020	3794
ENSG00000183938	466	0
ENSG00000234122	136	0
ENSG00000229063	460	0
ENSG00000215206	568	0
ENSG00000240215	498	0
ENSG00000237984	3996	429
ENSG00000281128	11227	12
ENSG00000231165	293	0
ENSG00000260947	3528	62
ENSG00000287063	4037	4
ENSG00000227301	2866	1
ENSG00000287495	3696	0
ENSG00000233776	5442	2
ENSG00000010438	48766	14
ENSG00000235481	43613	43
ENSG00000223394	608	0
ENSG00000107341	103240	3613
ENSG00000200834	101	0
ENSG00000251748	126	0
ENSG00000137073	127257	4760
ENSG00000238300	81	0
ENSG00000238886	82	0
ENSG00000226801	448	0
ENSG00000222259	279	0
ENSG00000228352	11894	2
ENSG00000198876	41013	1167
ENSG00000224802	798	0
ENSG00000239392	1540	49
ENSG00000165006	73519	4202
ENSG00000227383	327	0
ENSG00000279336	243	0
ENSG00000252164	108	0
ENSG00000233668	645	0
ENSG00000186638	58991	358
ENSG00000222426	143	0
ENSG00000229207	1249	48
ENSG00000164978	14206	511
ENSG00000164976	10233	2090
ENSG00000164972	18792	66
ENSG00000207032	109	0
ENSG00000164970	60387	2055
ENSG00000122735	63575	96
ENSG00000251697	284	0
ENSG00000168913	1948	39
ENSG00000230729	2715	1
ENSG00000232983	473	1
ENSG00000122756	38709	3237
ENSG00000237159	15061	0
ENSG00000164967	1619	455
ENSG00000137100	6979	1141
ENSG00000205143	6708	70
ENSG00000147955	3088	4311
ENSG00000213930	12903	23
ENSG00000258728	10469	17
ENSG00000137070	11201	2163
ENSG00000213927	2169	0
ENSG00000261215	4127	13
ENSG00000187186	1950	0
ENSG00000230074	16375	425
ENSG00000172724	1707	25
ENSG00000288583	71514	121
ENSG00000137077	1132	0
ENSG00000205108	6436	0
ENSG00000287368	85156	46
ENSG00000257198	6292	0
ENSG00000187791	6699	2
ENSG00000178723	1122	576
ENSG00000215199	738	44
ENSG00000122733	24937	143
ENSG00000281491	3970	9
ENSG00000137094	9260	578
ENSG00000273597	1653	2
ENSG00000279489	1751	1
ENSG00000233148	583	2
ENSG00000286782	3114	13
ENSG00000287868	1563	24
ENSG00000279608	5702	30
ENSG00000174038	4892	32
ENSG00000241568	293	8
ENSG00000165280	16564	14116
ENSG00000221829	6108	1304
ENSG00000165282	7914	3839
ENSG00000234181	1764	4
ENSG00000165283	3420	2245
ENSG00000005238	12230	1037
ENSG00000215198	1775	15
ENSG00000198722	243347	3793
ENSG00000279083	1515	0
ENSG00000179766	76281	135
ENSG00000244213	605	0
ENSG00000198853	71788	7887
ENSG00000287287	837	0
ENSG00000235619	310	0
ENSG00000215187	2069	150
ENSG00000227852	166	0
ENSG00000288586	1703	52
ENSG00000107140	4780	8638
ENSG00000263892	66	0
ENSG00000137101	36832	294
ENSG00000231393	1004	0
ENSG00000227933	830	1
ENSG00000137078	1656	46
ENSG00000269900	268	0
ENSG00000277027	264	0
ENSG00000159884	3222	135
ENSG00000137135	16992	59
ENSG00000243136	269	0
ENSG00000107159	7242	11
ENSG00000198467	8065	5666
ENSG00000137076	35248	65256
ENSG00000284195	66	0
ENSG00000107175	4402	1319
ENSG00000273945	74	0
ENSG00000070610	12363	5070
ENSG00000107185	9299	1451
ENSG00000215183	3624	0
ENSG00000228843	1229	0
ENSG00000227388	18270	171
ENSG00000159899	17579	986
ENSG00000137098	4228	54
ENSG00000137133	2395	0
ENSG00000285645	15773	0
ENSG00000137103	51068	3188
ENSG00000204930	12357	0
ENSG00000236083	926	0
ENSG00000168828	1339	7
ENSG00000233659	385	0
ENSG00000196196	935	50
ENSG00000235387	27664	437
ENSG00000287986	3396	0
ENSG00000225639	725	10
ENSG00000278889	1047	1
ENSG00000228307	52429	173
ENSG00000213866	975	0
ENSG00000179443	950	0
ENSG00000243641	959	0
ENSG00000236110	422	0
ENSG00000122707	87543	1683
ENSG00000276730	77	0
ENSG00000122694	27378	1753
ENSG00000185972	1947	29
ENSG00000122705	113926	2531
ENSG00000159921	62616	0
ENSG00000222760	140	0
ENSG00000215283	1426	2
ENSG00000137075	151153	3562
ENSG00000165304	104822	201
ENSG00000288571	12452	2
ENSG00000287514	50982	19
ENSG00000266255	61	0
ENSG00000196092	201000	149
ENSG00000258885	4821	0
ENSG00000264922	55	0
ENSG00000265368	70	0
ENSG00000250850	5344	0
ENSG00000125385	403	0
ENSG00000232920	2262	0
ENSG00000260100	964	0
ENSG00000281649	11284	2039
ENSG00000233242	7899	6
ENSG00000147905	237611	3300
ENSG00000200502	101	0
ENSG00000228292	257	0
ENSG00000206784	113	0
ENSG00000252723	101	0
ENSG00000224648	1257	2
ENSG00000137106	14325	4673
ENSG00000236156	410	0
ENSG00000168795	27349	1454
ENSG00000187988	1169	12
ENSG00000137054	17750	1921
ENSG00000230188	473	0
ENSG00000234160	1150	435
ENSG00000147912	65489	457
ENSG00000256966	79923	22
ENSG00000175768	9959	0
ENSG00000255872	480275	662
ENSG00000233111	606	0
ENSG00000070601	95951	0
ENSG00000201287	303	0
ENSG00000165275	25170	0
ENSG00000107371	34460	0
ENSG00000122741	67113	0
ENSG00000232454	351	0
ENSG00000226055	1378	0
ENSG00000122696	24954	0
ENSG00000213839	708	0
ENSG00000107338	153330	163
ENSG00000251745	62	0
ENSG00000200026	134	0
ENSG00000223716	16004	0
ENSG00000137124	5960	1045
ENSG00000137142	17927	13
ENSG00000283162	110185	42
ENSG00000225254	1289	0
ENSG00000215165	880	0
ENSG00000229511	1480	0
ENSG00000237487	1036	0
ENSG00000243085	202	0
ENSG00000176007	816	0
ENSG00000273036	2226	0
ENSG00000283486	36639	53
ENSG00000272934	827	0
ENSG00000272904	25944	0
ENSG00000225345	1952	0
ENSG00000180071	49239	427
ENSG00000204860	4517	159
ENSG00000237557	727	0
ENSG00000284612	12503	4
ENSG00000252725	99	0
ENSG00000283329	26166	13
ENSG00000228467	47910	41
ENSG00000287838	48770	24
ENSG00000234680	22626	12
ENSG00000106714	215549	2232
ENSG00000226625	1405	0
ENSG00000271454	1249	0
ENSG00000243695	720	0
ENSG00000278825	261	0
ENSG00000204849	6294	4
ENSG00000277024	9216	0
ENSG00000215112	5852	1
ENSG00000224038	20800	18
ENSG00000231140	1670	0
ENSG00000198416	65071	413
ENSG00000229707	487	0
ENSG00000269692	1371	45
ENSG00000273994	477	0
ENSG00000234720	1291	9
ENSG00000226108	959	1
ENSG00000232239	1447	22
ENSG00000278175	61584	1262
ENSG00000229273	458	0
ENSG00000204837	290120	1771
ENSG00000283886	57964	0
ENSG00000277774	284	0
ENSG00000252724	95	0
ENSG00000232798	346	0
ENSG00000284116	122819	0
ENSG00000184961	581	0
ENSG00000237846	706	0
ENSG00000230804	579	43
ENSG00000228136	22227	6
ENSG00000236966	472	0
ENSG00000283211	3938	9
ENSG00000283246	6130	2
ENSG00000183148	43561	1
ENSG00000240240	105820	389
ENSG00000212441	107	0
ENSG00000234812	228	0
ENSG00000231390	874	0
ENSG00000223839	7923	0
ENSG00000224681	466	0
ENSG00000227069	909	24
ENSG00000232433	1193	28
ENSG00000274157	229	3
ENSG00000278122	16035	0
ENSG00000274067	16033	0
ENSG00000184906	68930	323
ENSG00000276500	60883	0
ENSG00000276266	10904	246
ENSG00000225380	277	4
ENSG00000276963	12469	7
ENSG00000278331	107	0
ENSG00000275390	38475	66
ENSG00000276868	130	48
ENSG00000275377	83	2
ENSG00000276291	226162	1311
ENSG00000277778	67619	0
ENSG00000280077	1903	0
ENSG00000279456	1628	0
ENSG00000225655	2683	0
ENSG00000276462	19117	0
ENSG00000273514	2034	0
ENSG00000215126	67956	0
ENSG00000276029	81	17
ENSG00000277049	118	11
ENSG00000279561	4082	167
ENSG00000275450	6567	29
ENSG00000278647	328	0
ENSG00000274680	1239	26
ENSG00000276502	22147	10
ENSG00000276832	14716	226
ENSG00000275160	589	65
ENSG00000277340	298	4
