GeneID	Length	third.sorted.bam
ENSG00000226461	358	0
ENSG00000254737	3623	5
ENSG00000236981	936	0
ENSG00000234560	1115	0
ENSG00000182634	3449	1
ENSG00000213182	915	0
ENSG00000186268	951	0
ENSG00000213181	1479	0
ENSG00000110002	6361	242
ENSG00000196403	936	0
ENSG00000197309	3648	0
ENSG00000239426	930	0
ENSG00000255425	1344	0
ENSG00000181214	908	1
ENSG00000276316	848	0
ENSG00000197849	5055	0
ENSG00000255298	1674	0
ENSG00000255116	612	0
ENSG00000196341	8507	0
ENSG00000279116	1051	0
ENSG00000254976	919	0
ENSG00000255225	880	0
ENSG00000255030	910	0
ENSG00000227737	1178	0
ENSG00000229254	925	0
ENSG00000284680	1056	0
ENSG00000284609	2170	0
ENSG00000255048	869	0
ENSG00000285561	4976	0
ENSG00000280090	990	0
ENSG00000197125	3971	4
ENSG00000255510	952	0
ENSG00000229386	5216	2
ENSG00000254646	932	0
ENSG00000255315	286	3
ENSG00000254937	835	0
ENSG00000170953	2147	0
ENSG00000196119	6088	1
ENSG00000255341	655	0
ENSG00000154143	1729	0
ENSG00000154144	7155	593
ENSG00000110013	8079	269
ENSG00000200278	134	0
ENSG00000064199	5205	77
ENSG00000154146	1213	97
ENSG00000255045	445	2
ENSG00000019102	1447	52
ENSG00000149564	2920	650
ENSG00000250073	1754	44
ENSG00000120458	4534	541
ENSG00000279342	3579	37
ENSG00000254509	433	0
ENSG00000245498	10457	60
ENSG00000254941	448	0
ENSG00000154134	6981	617
ENSG00000254568	744	0
ENSG00000154133	6620	595
ENSG00000254943	477	0
ENSG00000165478	3817	1
ENSG00000221932	1434	0
ENSG00000285825	2718	27
ENSG00000149548	4823	129
ENSG00000134955	6340	304
ENSG00000150433	5424	145
ENSG00000187686	3338	8
ENSG00000255475	593	0
ENSG00000254880	586	0
ENSG00000165495	6538	877
ENSG00000259290	455	6
ENSG00000254932	645	14
ENSG00000222844	106	20
ENSG00000149557	9324	81
ENSG00000255537	3423	2
ENSG00000149547	3491	2257
ENSG00000222297	100	1
ENSG00000134910	7369	2541
ENSG00000149554	5098	345
ENSG00000252255	142	0
ENSG00000134940	1963	57
ENSG00000171053	2362	2
ENSG00000196844	1666	112
ENSG00000236027	1320	50
ENSG00000237353	2885	31
ENSG00000260209	1498	11
ENSG00000198331	2999	221
ENSG00000110060	2010	245
ENSG00000255027	987	0
ENSG00000109832	11036	6
ENSG00000254790	698	0
ENSG00000283703	5111	334
ENSG00000064309	10600	402
ENSG00000254759	1063	47
ENSG00000261257	1909	1
ENSG00000287666	2852	1
ENSG00000254833	569	2
ENSG00000254771	202	0
ENSG00000165526	4081	318
ENSG00000254694	362	4
ENSG00000197798	3534	277
ENSG00000222067	219	1
ENSG00000240098	248	10
ENSG00000182934	4148	5349
ENSG00000110074	5657	1042
ENSG00000243607	321	1
ENSG00000150455	3591	446
ENSG00000254905	492	0
ENSG00000255062	629	51
ENSG00000110063	7879	749
ENSG00000280832	3723	146
ENSG00000110080	4465	1149
ENSG00000278215	121	4
ENSG00000149571	6595	29
ENSG00000257271	586	11
ENSG00000254607	486	0
ENSG00000254938	566	2
ENSG00000279358	2265	1
ENSG00000254960	494	0
ENSG00000266215	85	0
ENSG00000255317	462	0
ENSG00000218109	1768	0
ENSG00000255087	12587	6
ENSG00000272642	1638	0
ENSG00000273409	742	0
ENSG00000222774	305	0
ENSG00000223315	298	0
ENSG00000254591	310	0
ENSG00000254612	742	134
ENSG00000273415	2523	5
ENSG00000272575	986	0
ENSG00000134954	7149	666
ENSG00000276176	60	0
ENSG00000254588	1387	0
ENSG00000245008	4479	5
ENSG00000151702	8026	152
ENSG00000254703	1298	7
ENSG00000151704	4637	5
ENSG00000255369	344	0
ENSG00000120457	6237	94
ENSG00000174370	3784	41
ENSG00000120471	3445	26
ENSG00000134909	12841	5918
ENSG00000212597	104	9
ENSG00000206847	114	7
ENSG00000199260	105	1
ENSG00000255259	1196	0
ENSG00000043039	3752	67
ENSG00000240121	246	0
ENSG00000281386	527	1
ENSG00000281097	982	2
ENSG00000287426	1298	7
ENSG00000255188	127	2
ENSG00000151715	2998	1308
ENSG00000170322	6335	1253
ENSG00000170325	6626	257
ENSG00000233220	1419	9
ENSG00000255057	1180	3
ENSG00000255262	355	2
ENSG00000255535	707	1
ENSG00000084234	7463	17472
ENSG00000244451	287	6
ENSG00000274197	85	1
ENSG00000149418	4116	8563
ENSG00000196323	11032	724
ENSG00000255358	510	19
ENSG00000255220	1306	10
ENSG00000272412	297	0
ENSG00000175773	2628	10
ENSG00000134917	4141	23
ENSG00000166106	5673	592
ENSG00000255155	214	0
ENSG00000236616	631	14
ENSG00000274999	69	0
ENSG00000175728	3547	0
ENSG00000288013	2084	0
ENSG00000255352	1795	0
ENSG00000254842	2255	2
ENSG00000255455	3994	64
ENSG00000120451	8152	1454
ENSG00000242673	302	0
ENSG00000236129	635	0
ENSG00000227125	562	0
ENSG00000237612	569	0
ENSG00000231698	1193	0
ENSG00000182667	6956	233
ENSG00000252351	115	0
ENSG00000237654	4856	0
ENSG00000285980	4940	1
ENSG00000224795	1658	0
ENSG00000271624	844	0
ENSG00000238117	509	162
ENSG00000224700	577	11
ENSG00000238262	373	0
ENSG00000279090	701	0
ENSG00000183715	7583	5
ENSG00000283489	79	2
ENSG00000279497	1749	0
ENSG00000255371	398	0
ENSG00000279711	3433	0
ENSG00000279189	5446	0
ENSG00000254896	2936	0
ENSG00000287068	879	0
ENSG00000255258	975	0
ENSG00000166118	898	1
ENSG00000213153	751	0
ENSG00000080854	17879	1124
ENSG00000284020	78	0
ENSG00000255406	2232	1
ENSG00000204241	6849	136
ENSG00000254648	1130	20
ENSG00000166086	5305	39
ENSG00000254481	502	17
ENSG00000151503	10970	1098
ENSG00000254616	586	5
ENSG00000255348	334	9
ENSG00000151502	6453	2150
ENSG00000151500	2119	493
ENSG00000151498	7121	1302
ENSG00000166105	8945	10
ENSG00000254442	307	0
ENSG00000149328	7280	2317
ENSG00000109956	11749	598
ENSG00000255545	8936	57
ENSG00000254573	514	0
ENSG00000286374	1173	2
ENSG00000254989	389	0
ENSG00000285640	2259	0
ENSG00000255344	2834	0
ENSG00000251226	3684	24
ENSG00000287251	2322	0
ENSG00000255327	762	0
ENSG00000279046	1117	0
ENSG00000285735	3745	1
ENSG00000255512	2022	0
ENSG00000260370	390	0
ENSG00000237297	747	2
ENSG00000261456	2874	610
ENSG00000232420	1312	1
ENSG00000015171	5300	1309
ENSG00000276662	716	20
ENSG00000212331	113	3
ENSG00000151240	8563	776
ENSG00000201861	111	2
ENSG00000239822	266	25
ENSG00000233021	558	15
ENSG00000225140	1657	4
ENSG00000263511	90	2
ENSG00000180525	9247	303
ENSG00000231601	424	0
ENSG00000107929	11610	1978
ENSG00000229869	407	8
ENSG00000205740	4964	121
ENSG00000107937	6121	1959
ENSG00000148377	1356	2
ENSG00000232656	3348	125
ENSG00000067064	4345	1237
ENSG00000047056	6301	722
ENSG00000229205	5823	17
ENSG00000185736	10567	45
ENSG00000287043	955	2
ENSG00000282390	2985	0
ENSG00000233052	359	7
ENSG00000205696	1125	2
ENSG00000287653	984	0
ENSG00000234962	5293	0
ENSG00000226694	432	0
ENSG00000278069	71	0
ENSG00000252998	103	0
ENSG00000227912	2503	0
ENSG00000231326	625	0
ENSG00000212156	102	0
ENSG00000234556	742	0
ENSG00000234170	5536	0
ENSG00000237500	332	0
ENSG00000235281	4350	1
ENSG00000286858	1974	1
ENSG00000231743	421	0
ENSG00000234182	1163	0
ENSG00000287560	1464	3
ENSG00000273001	578	4
ENSG00000067057	5554	1042
ENSG00000278419	447	0
ENSG00000107959	6979	1753
ENSG00000237399	4370	43
ENSG00000288566	800	0
ENSG00000236968	597	0
ENSG00000226762	6951	2
ENSG00000227338	1309	0
ENSG00000287428	1364	7
ENSG00000286610	1364	1
ENSG00000233321	6556	9
ENSG00000236892	1344	0
ENSG00000229672	2496	2
ENSG00000228353	313	0
ENSG00000067082	6139	4266
ENSG00000287175	1090	0
ENSG00000230573	536	0
ENSG00000226005	1904	0
ENSG00000274809	100	0
ENSG00000227101	4384	0
ENSG00000236990	2287	0
ENSG00000233117	12382	27
ENSG00000224382	2540	0
ENSG00000230096	691	0
ENSG00000287246	1756	0
ENSG00000286687	858	1
ENSG00000207124	106	0
ENSG00000231298	2830	2
ENSG00000225269	3195	3
ENSG00000287023	1180	0
ENSG00000165568	2417	217
ENSG00000151631	983	10
ENSG00000238840	133	2
ENSG00000187134	8765	118
ENSG00000151632	6461	92
ENSG00000224251	482	6
ENSG00000239148	133	1
ENSG00000196139	3911	174
ENSG00000239142	136	0
ENSG00000225418	609	0
ENSG00000264006	2335	1
ENSG00000198610	1914	7
ENSG00000228291	574	2
ENSG00000287848	1224	1
ENSG00000231039	680	0
ENSG00000224034	692	7
ENSG00000215267	895	6
ENSG00000223987	435	1
ENSG00000280450	627	0
ENSG00000178473	1243	5
ENSG00000178462	1793	23
ENSG00000173848	4762	1112
ENSG00000178372	874	7848
ENSG00000205488	9205	257
ENSG00000178363	1811	60
ENSG00000256462	595	0
ENSG00000287566	4431	531
ENSG00000287235	2357	1
ENSG00000242147	1050	3
ENSG00000231483	613	9
ENSG00000228951	1166	0
ENSG00000228685	196	1
ENSG00000240577	293	0
ENSG00000196372	3003	101
ENSG00000108021	10960	2022
ENSG00000226647	1412	79
ENSG00000057608	3918	2954
ENSG00000270427	788	21
ENSG00000272764	276	13
ENSG00000134461	3060	468
ENSG00000240180	489	0
ENSG00000134452	6676	1832
ENSG00000232807	3912	284
ENSG00000134470	3633	322
ENSG00000134460	3962	61
ENSG00000251922	141	3
ENSG00000229664	480	1
ENSG00000214015	405	0
ENSG00000134453	6372	1631
ENSG00000170525	6114	1646
ENSG00000201581	318	25
ENSG00000263628	82	2
ENSG00000283634	56	0
ENSG00000213994	438	15
ENSG00000238366	101	3
ENSG00000215244	5286	19
ENSG00000226705	890	5
ENSG00000212743	2447	12
ENSG00000065675	3295	30
ENSG00000237943	5834	56
ENSG00000225948	500	0
ENSG00000285743	1154	0
ENSG00000223784	4118	17
ENSG00000285988	614	0
ENSG00000281186	699	0
ENSG00000238266	9833	9
ENSG00000285845	1231	0
ENSG00000287277	14029	10
ENSG00000223581	729	0
ENSG00000270811	117	1
ENSG00000198879	10083	582
ENSG00000235141	185	25
ENSG00000278982	1869	20
ENSG00000232591	2986	8
ENSG00000207453	107	0
ENSG00000230121	714	0
ENSG00000123243	14628	163
ENSG00000151655	3331	18
ENSG00000151657	6856	506
ENSG00000165629	2308	2511
ENSG00000165632	4875	1385
ENSG00000233990	340	3
ENSG00000107485	3396	2210
ENSG00000197308	2372	9
ENSG00000232638	402	0
ENSG00000225053	933	1
ENSG00000232170	963	0
ENSG00000226861	901	0
ENSG00000226990	430	1
ENSG00000271251	234	0
ENSG00000213771	1420	268
ENSG00000236420	676	0
ENSG00000212505	116	0
ENSG00000270234	279	0
ENSG00000234752	366	2
ENSG00000223808	677	2
ENSG00000230014	494	0
ENSG00000287120	3209	3
ENSG00000235838	2454	3
ENSG00000228636	816	0
ENSG00000224788	575	0
ENSG00000229919	348	3
ENSG00000200849	102	0
ENSG00000272436	298	0
ENSG00000286439	1648	0
ENSG00000234306	335	0
ENSG00000270111	6932	4
ENSG00000279575	1068	0
ENSG00000287309	2248	4
ENSG00000228997	439	0
ENSG00000225383	3182	12
ENSG00000048740	10978	332
ENSG00000229240	7545	4
ENSG00000231496	540	1
ENSG00000228027	244	0
ENSG00000229206	433	2
ENSG00000237986	4855	5
ENSG00000230322	430	1
ENSG00000181800	2469	3
ENSG00000280086	2985	0
ENSG00000148429	14202	585
ENSG00000271360	923	1
ENSG00000271046	840	1
ENSG00000134463	2185	373
ENSG00000148426	3663	311
ENSG00000225778	3274	45
ENSG00000151461	5881	1660
ENSG00000251957	108	4
ENSG00000181192	5295	4916
ENSG00000272507	100	8
ENSG00000065665	3916	696
ENSG00000265653	57	2
ENSG00000165609	4964	1076
ENSG00000151465	2298	981
ENSG00000228302	2510	240
ENSG00000264036	258	0
ENSG00000183049	8762	1047
ENSG00000252438	73	6
ENSG00000252118	149	14
ENSG00000285994	3732	9
ENSG00000263584	71	3
ENSG00000283699	60	2
ENSG00000221331	100	4
ENSG00000285520	1946	4
ENSG00000151468	3699	167
ENSG00000212499	107	0
ENSG00000225251	775	3
ENSG00000123240	5138	698
ENSG00000235763	220	0
ENSG00000234175	338	0
ENSG00000228330	793	1
ENSG00000203414	1453	8
ENSG00000237540	301	0
ENSG00000065328	5454	288
ENSG00000272055	107	4
ENSG00000165623	870	0
ENSG00000107537	3377	418
ENSG00000226209	303	0
ENSG00000086475	3884	1920
ENSG00000286514	746	1
ENSG00000233256	454	2
ENSG00000165626	10018	92
ENSG00000202508	108	0
ENSG00000227175	380	1
ENSG00000165630	1844	92
ENSG00000227474	864	3
ENSG00000282246	2179	1
ENSG00000239665	15012	631
ENSG00000151474	14686	1000
ENSG00000273474	345	17
ENSG00000225112	373	7
ENSG00000199407	121	5
ENSG00000234091	474	7
ENSG00000215227	379	0
ENSG00000229751	570	6
ENSG00000235410	790	2
ENSG00000285671	2591	2
ENSG00000266321	78	0
ENSG00000278100	322	0
ENSG00000221371	86	0
ENSG00000065809	7019	787
ENSG00000236495	1248	0
ENSG00000201766	100	0
ENSG00000237032	885	4
ENSG00000185267	1703	34
ENSG00000284024	4924	346
ENSG00000187522	2502	370
ENSG00000272853	999	47
ENSG00000152455	3565	204
ENSG00000152457	9592	1168
ENSG00000197889	1464	7
ENSG00000235623	574	0
ENSG00000228547	1006	8
ENSG00000182531	1024	1
ENSG00000237470	470	4
ENSG00000152463	2334	0
ENSG00000176244	3546	91
ENSG00000228312	349	3
ENSG00000176236	1714	11
ENSG00000152464	1930	368
ENSG00000152465	6470	365
ENSG00000206448	519	37
ENSG00000228181	243	0
ENSG00000148468	4182	285
ENSG00000232739	794	11
ENSG00000077943	7320	63
ENSG00000148481	4081	450
ENSG00000252537	116	0
ENSG00000237913	394	0
ENSG00000201260	107	0
ENSG00000226140	2547	0
ENSG00000165983	4003	607
ENSG00000223156	162	2
ENSG00000165985	2376	6
ENSG00000287925	4023	7
ENSG00000148484	4126	1863
ENSG00000225213	697	23
ENSG00000275001	182	1
ENSG00000286958	500	0
ENSG00000107611	13264	49
ENSG00000273153	250	0
ENSG00000107614	15453	100
ENSG00000229124	2008	15
ENSG00000026025	5176	4903
ENSG00000234961	706	0
ENSG00000148488	7063	547
ENSG00000204832	2786	548
ENSG00000251803	113	29
ENSG00000236582	851	11
ENSG00000165996	3854	192
ENSG00000280126	216	0
ENSG00000260589	2595	39
ENSG00000136738	4130	539
ENSG00000229190	557	7
ENSG00000148483	5515	10
ENSG00000260314	5188	66
ENSG00000207938	87	0
ENSG00000235637	221	0
ENSG00000148482	2808	42
ENSG00000226083	2581	3
ENSG00000165995	11186	371
ENSG00000235020	5986	24
ENSG00000240291	1575	137
ENSG00000225527	413	1
ENSG00000241058	3463	323
ENSG00000165997	7170	652
ENSG00000234244	1272	0
ENSG00000225509	1841	0
ENSG00000234813	453	0
ENSG00000204740	7751	4
ENSG00000226255	398	0
ENSG00000227734	303	0
ENSG00000239539	300	0
ENSG00000236960	228	0
ENSG00000200545	217	0
ENSG00000252001	130	0
ENSG00000233968	4675	7
ENSG00000283456	264	0
ENSG00000230818	799	4
ENSG00000252832	104	0
ENSG00000285852	2349	4
ENSG00000120594	12567	438
ENSG00000238246	499	24
ENSG00000287613	2428	12
ENSG00000228339	922	0
ENSG00000270727	252	0
ENSG00000265372	77	0
ENSG00000078114	13654	805
ENSG00000235940	285	1
ENSG00000230112	186	0
ENSG00000228753	1794	29
ENSG00000228219	828	15
ENSG00000204683	614	7
ENSG00000231920	681	9
ENSG00000228860	389	0
ENSG00000232853	344	0
ENSG00000207264	107	1
ENSG00000230109	439	1
ENSG00000231553	560	0
ENSG00000278650	216	0
ENSG00000273566	280	0
ENSG00000199222	102	0
ENSG00000204682	3799	13
ENSG00000222071	80	0
ENSG00000180592	6703	3
ENSG00000078403	9130	784
ENSG00000286881	296	0
ENSG00000207347	107	2
ENSG00000223984	1695	20
ENSG00000201390	107	3
ENSG00000136770	2490	2533
ENSG00000252634	296	4
ENSG00000279623	587	11
ENSG00000201364	296	8
ENSG00000232497	1074	5
ENSG00000236777	473	0
ENSG00000223601	1208	0
ENSG00000260205	3095	0
ENSG00000227462	327	8
ENSG00000286832	664	1
ENSG00000279631	2518	0
ENSG00000261671	763	2
ENSG00000233318	356	0
ENSG00000148444	2903	198
ENSG00000269897	1904	0
ENSG00000168283	4395	346
ENSG00000272516	584	0
ENSG00000271981	395	0
ENSG00000272366	239	0
ENSG00000077327	3876	1
ENSG00000233451	469	0
ENSG00000286810	1718	4
ENSG00000285254	2572	1
ENSG00000150867	5106	366
ENSG00000279819	687	1
ENSG00000206842	107	0
ENSG00000165309	6999	15
ENSG00000286924	2366	5
ENSG00000223131	104	0
ENSG00000148450	1979	604
ENSG00000229932	738	273
ENSG00000252049	117	1
ENSG00000168267	1637	0
ENSG00000179133	6473	0
ENSG00000227537	335	0
ENSG00000224215	892	0
ENSG00000264574	63	0
ENSG00000165312	2933	81
ENSG00000287124	516	2
ENSG00000286442	1460	0
ENSG00000120549	10807	4486
ENSG00000223928	947	2
ENSG00000277563	88	24
ENSG00000207930	97	13
ENSG00000286951	2720	49
ENSG00000279029	1855	160
ENSG00000107863	11156	1257
ENSG00000199535	119	1
ENSG00000285750	2057	3
ENSG00000099256	2324	15
ENSG00000228667	268	2
ENSG00000240294	291	2
ENSG00000285859	2052	0
ENSG00000273107	273	1
ENSG00000151023	4076	5
ENSG00000185875	3834	123
ENSG00000231422	2992	1
ENSG00000233642	2433	0
ENSG00000151025	7989	1
ENSG00000274242	387	0
ENSG00000222543	288	0
ENSG00000227465	535	0
ENSG00000280809	9650	2
ENSG00000271563	787	0
ENSG00000223019	107	0
ENSG00000251711	64	0
ENSG00000226304	481	0
ENSG00000095777	8437	0
ENSG00000136750	5890	0
ENSG00000284951	2074	0
ENSG00000077420	3843	253
ENSG00000199733	116	2
ENSG00000236894	1651	0
ENSG00000233261	1091	2
ENSG00000234296	472	0
ENSG00000231976	1287	1
ENSG00000227932	1390	0
ENSG00000279212	2535	6
ENSG00000148459	1913	264
ENSG00000234788	780	19
ENSG00000235843	485	4
ENSG00000136754	4218	829
ENSG00000223027	141	5
ENSG00000206605	107	18
ENSG00000283709	5545	25
ENSG00000107890	7941	2411
ENSG00000199855	107	4
ENSG00000136758	7335	2786
ENSG00000120539	4660	501
ENSG00000252639	143	1
ENSG00000107897	4371	518
ENSG00000251839	62	3
ENSG00000262412	1002	5
ENSG00000230445	5625	42
ENSG00000238021	853	5
ENSG00000278830	292	0
ENSG00000200369	107	0
ENSG00000215409	808	1
ENSG00000207135	107	0
ENSG00000260151	1395	1
ENSG00000213770	574	3
ENSG00000237956	225	0
ENSG00000182077	3595	0
ENSG00000099246	6225	1239
ENSG00000285737	3626	16
ENSG00000150051	4107	3
ENSG00000230500	909	1
ENSG00000169126	6329	2
ENSG00000251810	208	0
ENSG00000226016	305	0
ENSG00000233472	469	1
ENSG00000226395	231	0
ENSG00000150054	6167	192
ENSG00000286413	556	7
ENSG00000275036	93	0
ENSG00000282996	843	3
ENSG00000237746	1720	0
ENSG00000222666	213	1
ENSG00000237128	273	3
ENSG00000224439	878	1
ENSG00000222705	322	1
ENSG00000254635	3387	2051
ENSG00000095787	12383	3514
ENSG00000252401	126	0
ENSG00000231911	481	0
ENSG00000207483	107	0
ENSG00000095739	2139	367
ENSG00000232624	8666	10
ENSG00000236716	517	0
ENSG00000201001	105	0
ENSG00000235824	5296	2
ENSG00000271220	241	0
ENSG00000199402	115	1
ENSG00000229605	489	116
ENSG00000120563	1132	2
ENSG00000287402	1521	1
ENSG00000224597	4995	264
ENSG00000274985	537	0
ENSG00000197321	12536	2205
ENSG00000207612	94	9
ENSG00000212411	76	7
ENSG00000216035	83	29
ENSG00000225976	240	122
ENSG00000222092	94	1
ENSG00000237936	436	0
ENSG00000165757	9574	472
ENSG00000200887	105	0
ENSG00000230125	250	2
ENSG00000259994	3241	37
ENSG00000107951	8382	636
ENSG00000285824	1120	0
ENSG00000250833	426	1
ENSG00000241621	2049	4
ENSG00000239625	236	0
ENSG00000284277	69	0
ENSG00000214434	889	5
ENSG00000235679	223	1
ENSG00000224473	580	4
ENSG00000107968	3517	920
ENSG00000213778	963	0
ENSG00000287420	998	1
ENSG00000228800	541	0
ENSG00000239744	304	0
ENSG00000230298	378	0
ENSG00000285630	1817	8
ENSG00000151033	818	3
ENSG00000234814	3232	28
ENSG00000230720	408	0
ENSG00000183621	4267	227
ENSG00000272914	1560	10
ENSG00000237135	1933	65
ENSG00000287564	584	6
ENSG00000272381	2604	11
ENSG00000237036	3861	152
ENSG00000252479	106	1
ENSG00000148516	8650	590
ENSG00000230397	261	5
ENSG00000285781	1251	20
ENSG00000223834	3299	9
ENSG00000286694	1965	3
ENSG00000231855	60	1
ENSG00000237797	347	0
ENSG00000222412	95	0
ENSG00000165322	5944	1266
ENSG00000231148	612	7
ENSG00000230240	342	10
ENSG00000239731	295	1
ENSG00000170759	5866	8161
ENSG00000206660	94	0
ENSG00000234335	772	90
ENSG00000235113	679	0
ENSG00000234811	146	0
ENSG00000252482	61	0
ENSG00000217094	495	1067
ENSG00000233190	397	0
ENSG00000227253	1109	18
ENSG00000120616	11286	1280
ENSG00000226842	466	3
ENSG00000233825	383	3
ENSG00000229327	265	2
ENSG00000200484	108	0
ENSG00000286409	1195	4
ENSG00000216937	9573	553
ENSG00000231245	402	4
ENSG00000273038	2057	125
ENSG00000150093	6012	4620
ENSG00000228816	519	10
ENSG00000229656	3641	1
ENSG00000234163	280	0
ENSG00000265319	270	1
ENSG00000229878	196	0
ENSG00000235962	793	43
ENSG00000233387	552	0
ENSG00000099250	11522	584
ENSG00000238258	781	4
ENSG00000244356	298	4
ENSG00000273012	251	0
ENSG00000287278	2441	1
ENSG00000226412	862	0
ENSG00000203565	1986	0
ENSG00000261683	3577	0
ENSG00000226407	411	0
ENSG00000223470	631	0
ENSG00000148498	6513	1220
ENSG00000199200	96	2
ENSG00000234167	296	41
ENSG00000229235	243	14
ENSG00000215184	407	24
ENSG00000226386	302	18
ENSG00000232525	213	2
ENSG00000223047	108	0
ENSG00000222909	107	0
ENSG00000213724	587	1
ENSG00000283000	1201	103
ENSG00000108094	5269	539
ENSG00000266228	83	3
ENSG00000230534	1422	4
ENSG00000095794	5699	214
ENSG00000253054	60	6
ENSG00000233343	335	8
ENSG00000269952	335	9
ENSG00000233200	380	0
ENSG00000253070	64	0
ENSG00000108100	6108	621
ENSG00000200097	94	0
ENSG00000271335	1426	40
ENSG00000287945	1005	4
ENSG00000273312	3634	3
ENSG00000177291	1649	0
ENSG00000177283	4030	918
ENSG00000287528	1350	15
ENSG00000284265	81	0
ENSG00000226646	738	1
ENSG00000280719	3550	2
ENSG00000227313	868	0
ENSG00000227475	187	0
ENSG00000236626	1603	0
ENSG00000228694	465	0
ENSG00000237002	665	0
ENSG00000274458	128	1
ENSG00000229644	2514	379
ENSG00000207271	124	0
ENSG00000238176	293	11
ENSG00000233533	628	3
ENSG00000225355	563	8
ENSG00000148513	5078	9371
ENSG00000206796	107	0
ENSG00000234918	335	79
ENSG00000235687	1175	461
ENSG00000244402	292	41
ENSG00000252621	110	14
ENSG00000237970	1457	3
ENSG00000236313	957	10
ENSG00000224920	1454	1
ENSG00000225276	573	0
ENSG00000256892	1535	0
ENSG00000226578	712	19
ENSG00000198105	7289	963
ENSG00000260137	358	6
ENSG00000225192	1834	55
ENSG00000228828	2240	308
ENSG00000236514	826	17
ENSG00000151963	241	16
ENSG00000235197	2030	2
ENSG00000175395	4257	201
ENSG00000226447	444	0
ENSG00000206840	113	0
ENSG00000189180	7547	1939
ENSG00000252132	103	4
ENSG00000275675	246	1
ENSG00000226086	822	109
ENSG00000235964	288	0
ENSG00000075407	13190	1741
ENSG00000283930	3955	62
ENSG00000272983	7063	28
ENSG00000225965	180	0
ENSG00000224761	1534	0
ENSG00000226113	425	0
ENSG00000234941	162	3
ENSG00000099251	1506	284
ENSG00000120555	1204	113
ENSG00000276805	7213	2118
ENSG00000222314	104	3
ENSG00000228882	1913	82
ENSG00000203496	727	46
ENSG00000215151	1601	38
ENSG00000277133	90	2
ENSG00000225638	2175	5
ENSG00000233867	1334	2
ENSG00000227264	1479	2
ENSG00000234541	246	0
ENSG00000227679	397	0
ENSG00000233832	105	0
ENSG00000229485	240	0
ENSG00000237592	329	97
ENSG00000271650	394	1
ENSG00000274167	563	0
ENSG00000228755	2086	9
ENSG00000215146	7208	188
ENSG00000182632	3831	2
ENSG00000279239	187	0
ENSG00000185904	8423	28
ENSG00000234420	10256	762
ENSG00000270762	285	0
ENSG00000233837	807	291
ENSG00000196693	8309	674
ENSG00000277479	228	0
ENSG00000272319	135	0
ENSG00000272387	135	0
ENSG00000251783	106	3
ENSG00000285884	790	10
ENSG00000233515	2498	1
ENSG00000232109	1049	0
ENSG00000231009	1790	0
ENSG00000234864	3988	0
ENSG00000230425	441	17
ENSG00000270552	594	1
ENSG00000259869	3120	8
ENSG00000165733	7759	2353
ENSG00000252416	104	0
ENSG00000234944	1714	16
ENSG00000229630	500	37
ENSG00000263795	119	1
ENSG00000165731	6874	4393
ENSG00000273008	1511	19
ENSG00000169826	3765	429
ENSG00000198915	6073	710
ENSG00000224265	391	0
ENSG00000285712	1590	1
ENSG00000221468	125	0
ENSG00000150201	833	4
ENSG00000169813	3253	5978
ENSG00000221400	190	0
ENSG00000230555	760	45
ENSG00000243660	5168	286
ENSG00000252532	65	4
ENSG00000236114	1962	9
ENSG00000196793	2509	236
ENSG00000287852	2261	2
ENSG00000232004	1409	57
ENSG00000198298	2386	129
ENSG00000223910	1932	0
ENSG00000237389	411	5
ENSG00000238263	436	3
ENSG00000169740	1460	873
ENSG00000226245	434	47
ENSG00000230565	905	57
ENSG00000228426	462	0
ENSG00000271173	512	0
ENSG00000224162	251	0
ENSG00000223746	299	0
ENSG00000234973	453	0
ENSG00000226808	7442	2
ENSG00000226790	1139	101
ENSG00000236769	1821	0
ENSG00000233395	4996	2
ENSG00000227029	513	0
ENSG00000237590	841	0
ENSG00000229116	3052	2
ENSG00000277288	1714	2
ENSG00000287901	2443	2
ENSG00000107562	6077	848
ENSG00000214089	505	20
ENSG00000270767	111	1
ENSG00000287173	1662	0
ENSG00000234580	732	0
ENSG00000224812	10772	50
ENSG00000227395	1781	0
ENSG00000234504	1444	8
ENSG00000187783	3049	17
ENSG00000223462	425	4
ENSG00000273363	542	8
ENSG00000107551	9481	2473
ENSG00000165507	2979	855
ENSG00000165511	3078	16
ENSG00000165512	2103	373
ENSG00000226937	4357	5
ENSG00000277757	1219	0
ENSG00000270258	613	0
ENSG00000228462	396	5
ENSG00000232554	3284	2
ENSG00000235690	1784	0
ENSG00000243349	3637	2
ENSG00000236442	471	0
ENSG00000230501	1070	6
ENSG00000263476	75	0
ENSG00000227683	535	0
ENSG00000275312	217	0
ENSG00000278531	882	0
ENSG00000207071	107	0
ENSG00000234993	1139	0
ENSG00000224402	5756	43
ENSG00000256574	2689	20
ENSG00000012779	3730	458
ENSG00000231964	462	23
ENSG00000165406	7516	406
ENSG00000172671	6233	123
ENSG00000230869	2418	2016
ENSG00000237840	2087	94
ENSG00000228702	345	4
ENSG00000172661	5702	2011
ENSG00000270434	297	5
ENSG00000231122	322	2
ENSG00000188234	3474	4337
ENSG00000239883	3214	298
ENSG00000239152	116	17
ENSG00000264217	330	3
ENSG00000265354	1190	1515
ENSG00000265733	201	1
ENSG00000266412	4079	1473
ENSG00000263639	926	7
