GeneID	Length	first.sorted.bam
ENSG00000179428	2226	0
ENSG00000136244	6119	4
ENSG00000228803	1130	0
ENSG00000234513	348	48
ENSG00000196683	10225	223
ENSG00000286703	10477	16
ENSG00000228649	18820	35
ENSG00000221740	74	0
ENSG00000226329	17477	18
ENSG00000226279	498	1
ENSG00000122591	124760	412
ENSG00000230658	5490	4
ENSG00000122550	72157	876
ENSG00000230042	664	0
ENSG00000136243	19171	1085
ENSG00000285926	5929	15
ENSG00000226816	2259	1
ENSG00000136235	39142	401
ENSG00000156928	12991	447
ENSG00000136231	160283	334
ENSG00000232627	359	0
ENSG00000212264	71	0
ENSG00000252590	65	0
ENSG00000236654	207	2
ENSG00000232818	892	16
ENSG00000200847	102	1
ENSG00000164548	27262	2008
ENSG00000224785	1803	3
ENSG00000232553	1294	76
ENSG00000169193	47327	672
ENSG00000227436	3494	0
ENSG00000228953	180	0
ENSG00000188732	23120	197
ENSG00000234286	592	0
ENSG00000196335	122311	565
ENSG00000234800	472	0
ENSG00000231328	517	0
ENSG00000227930	5632	12
ENSG00000252041	133	0
ENSG00000228944	59058	75
ENSG00000122585	7675	4
ENSG00000287523	127035	154
ENSG00000206877	107	0
ENSG00000105926	120926	1410
ENSG00000271096	293	0
ENSG00000271330	304	0
ENSG00000105928	59586	486
ENSG00000287093	17053	62
ENSG00000070882	185095	923
ENSG00000234999	460	0
ENSG00000172115	6605	672
ENSG00000153790	45665	269
ENSG00000234406	3102	4
ENSG00000213798	796	9
ENSG00000105954	3917	6
ENSG00000285716	2165	0
ENSG00000202233	227	1
ENSG00000234922	367	0
ENSG00000233824	5564	2
ENSG00000260951	73968	44
ENSG00000285960	68464	80
ENSG00000227386	3301	0
ENSG00000223561	157729	341
ENSG00000239622	380	0
ENSG00000287096	5367	2
ENSG00000286725	575	0
ENSG00000270933	747	9
ENSG00000199085	68	0
ENSG00000050344	34940	132
ENSG00000122566	28473	8073
ENSG00000122565	12446	2151
ENSG00000285860	28297	46
ENSG00000232383	412	20
ENSG00000086300	82522	658
ENSG00000225792	7392	1
ENSG00000214870	99003	1076
ENSG00000122548	5668	8
ENSG00000280255	2671	4
ENSG00000233760	7195	2
ENSG00000286507	18696	6
ENSG00000222004	9435	18
ENSG00000005020	328172	2252
ENSG00000213787	803	0
ENSG00000226059	600	0
ENSG00000214869	1171	5
ENSG00000213786	460	1
ENSG00000105991	3008	3
ENSG00000233429	4619	58
ENSG00000276528	125	0
ENSG00000276771	215	0
ENSG00000274864	59	0
ENSG00000274396	102	0
ENSG00000277694	145	0
ENSG00000105996	2333	9
ENSG00000105997	46398	14
ENSG00000253552	26526	0
ENSG00000197576	2274	0
ENSG00000273433	23593	0
ENSG00000254369	25952	0
ENSG00000106004	2630	0
ENSG00000106006	5208	0
ENSG00000272801	5233	0
ENSG00000122592	4221	3
ENSG00000270182	633	0
ENSG00000078399	12743	7
ENSG00000257184	16479	0
ENSG00000253187	3297	0
ENSG00000283745	84	0
ENSG00000253293	9670	0
ENSG00000005073	4076	4
ENSG00000240990	4792	4
ENSG00000273961	98	0
ENSG00000278334	187	0
ENSG00000276496	98	0
ENSG00000253508	6876	0
ENSG00000277966	233	0
ENSG00000278592	203	0
ENSG00000278020	179	0
ENSG00000106031	6589	1
ENSG00000243766	8685	2
ENSG00000276609	57	0
ENSG00000278708	376	0
ENSG00000277469	337	0
ENSG00000277553	165	0
ENSG00000286323	2165	3
ENSG00000253308	1986	2
ENSG00000253405	5801	1
ENSG00000106038	7794	0
ENSG00000213783	322	0
ENSG00000236569	928	1
ENSG00000224322	48768	43
ENSG00000279655	645	0
ENSG00000279429	728	1
ENSG00000233830	687	24
ENSG00000213781	1204	1
ENSG00000235574	1084	9
ENSG00000106049	137442	1869
ENSG00000286478	10023	0
ENSG00000229893	7332	12
ENSG00000106052	105234	5473
ENSG00000153814	350223	1694
ENSG00000287489	2762	0
ENSG00000206623	107	0
ENSG00000234336	63596	57
ENSG00000174495	490	0
ENSG00000146592	526574	988
ENSG00000225286	792	0
ENSG00000255690	4973	171
ENSG00000228421	1679	30
ENSG00000272568	33401	178
ENSG00000233517	1872	0
ENSG00000106066	200217	325
ENSG00000229452	2244	0
ENSG00000285412	5899	0
ENSG00000285162	392328	0
ENSG00000106069	367760	0
ENSG00000285081	2528	0
ENSG00000235669	9431	0
ENSG00000237065	913	0
ENSG00000223813	49447	1017
ENSG00000270196	631	0
ENSG00000176532	3459	270
ENSG00000225264	86461	752
ENSG00000223437	114	0
ENSG00000227855	92368	196
ENSG00000212024	95	0
ENSG00000122574	110581	281
ENSG00000238906	105	0
ENSG00000136193	70186	211
ENSG00000227014	38944	93
ENSG00000106080	16116	0
ENSG00000106086	103080	846
ENSG00000231519	5458	0
ENSG00000283618	150	0
ENSG00000286847	5208	11
ENSG00000180354	27777	325
ENSG00000230751	548	0
ENSG00000251660	2004	0
ENSG00000225907	201	1
ENSG00000227017	2628	56
ENSG00000180233	83093	1011
ENSG00000283237	97	0
ENSG00000207771	97	0
ENSG00000281593	50103	1052
ENSG00000235859	1234	0
ENSG00000281404	21491	0
ENSG00000106100	54258	708
ENSG00000272638	741	0
ENSG00000006625	8221	344
ENSG00000281039	53685	80
ENSG00000196295	78978	2142
ENSG00000244480	1393	0
ENSG00000264520	7883	0
ENSG00000226874	379	0
ENSG00000263683	1353	0
ENSG00000106105	39196	754
ENSG00000106113	48188	29
ENSG00000241644	59618	42
ENSG00000223419	388	0
ENSG00000254959	139945	18
ENSG00000106125	120971	0
ENSG00000229263	6720	0
ENSG00000250424	71540	23
ENSG00000240583	13824	268
ENSG00000106128	54586	44
ENSG00000078549	59019	33
ENSG00000232887	289	0
ENSG00000286487	32818	28
ENSG00000271027	186	0
ENSG00000164600	3262	3
ENSG00000231418	7146	1
ENSG00000180347	144650	249
ENSG00000106341	21241	13
ENSG00000154678	676953	912
ENSG00000236460	323	0
ENSG00000284839	3904	1
ENSG00000226468	796	4
ENSG00000226421	897	21
ENSG00000106355	9946	159
ENSG00000105778	93301	2002
ENSG00000229358	180839	2524
ENSG00000237004	25176	0
ENSG00000207573	97	0
ENSG00000283461	97	0
ENSG00000273014	472	0
ENSG00000281332	2646	74
ENSG00000250756	109	3
ENSG00000251999	133	1
ENSG00000231952	25814	93
ENSG00000272905	668	7
ENSG00000170852	25960	543
ENSG00000205763	26362	414
ENSG00000224573	231	0
ENSG00000122642	49527	680
ENSG00000252821	105	0
ENSG00000122643	48684	1053
ENSG00000229054	171	0
ENSG00000241420	293	0
ENSG00000164610	14608	290
ENSG00000122507	767624	3163
ENSG00000228015	156	0
ENSG00000222741	99	0
ENSG00000224946	258	0
ENSG00000238090	923	0
ENSG00000173862	2476	0
ENSG00000227481	1773	0
ENSG00000236494	10024	0
ENSG00000233219	5731	0
ENSG00000164619	252120	430
ENSG00000286300	3179	0
ENSG00000236212	89548	1041
ENSG00000202431	103	0
ENSG00000197085	525071	2549
ENSG00000187258	220115	13
ENSG00000235379	724	0
ENSG00000230356	1801	0
ENSG00000242653	296	0
ENSG00000251802	133	0
ENSG00000173852	109396	485
ENSG00000221669	75	0
ENSG00000287249	88177	79
ENSG00000189212	106053	332
ENSG00000236592	312	0
ENSG00000164532	51671	130
ENSG00000226063	1349	1
ENSG00000287651	63234	33
ENSG00000286526	7327	3
ENSG00000235464	14243	13
ENSG00000287032	8290	7
ENSG00000122557	62913	1319
ENSG00000271122	4200	98
ENSG00000227544	19893	37
ENSG00000228878	48821	135
ENSG00000232736	519	0
ENSG00000122545	106174	3077
ENSG00000274328	389	0
ENSG00000200446	107	1
ENSG00000273580	682	4
ENSG00000226102	26294	170
ENSG00000270889	421	0
ENSG00000287893	51579	27
ENSG00000232930	54115	35
ENSG00000285573	1965	0
ENSG00000205745	6653	6
ENSG00000261184	5406	8
ENSG00000228815	1849	2
ENSG00000271117	1183	3
ENSG00000122547	148285	984
ENSG00000228770	264	0
ENSG00000229679	1828	0
ENSG00000234457	274	0
ENSG00000260070	705	1
ENSG00000164542	65905	370
ENSG00000201432	112	0
ENSG00000011426	63971	705
ENSG00000237400	41491	81
ENSG00000136250	211609	921
ENSG00000230539	2287	0
ENSG00000272984	532	0
ENSG00000229424	12395	17
ENSG00000235728	1782	1
ENSG00000225739	732	6
ENSG00000230831	2402	1
ENSG00000155849	594889	1966
ENSG00000221325	76	0
ENSG00000224101	15835	0
ENSG00000224706	407	0
ENSG00000222869	100	0
ENSG00000213744	502	0
ENSG00000200113	140	0
ENSG00000201566	102	0
ENSG00000178503	830	4
ENSG00000187037	149993	0
ENSG00000086289	268094	85
ENSG00000283444	831	0
ENSG00000225314	401	0
ENSG00000086288	51801	0
ENSG00000106483	119764	238
ENSG00000010270	52450	520
ENSG00000227191	9993	27
ENSG00000211687	50	0
ENSG00000211688	60	0
ENSG00000211689	7800	24
ENSG00000211690	50	0
ENSG00000211691	61	0
ENSG00000211692	60	0
ENSG00000211693	463	0
ENSG00000231202	471	0
ENSG00000211694	512	1
ENSG00000231916	426	2
ENSG00000211695	1845	2
ENSG00000225992	285	0
ENSG00000272908	3574	9
ENSG00000211696	593	0
ENSG00000249978	474	1
ENSG00000226212	299	0
ENSG00000281103	37228	244
ENSG00000228668	470	0
ENSG00000211697	668	0
ENSG00000211698	803	0
ENSG00000211699	651	0
ENSG00000233306	655	0
ENSG00000211701	584	0
ENSG00000078053	247717	358
ENSG00000241756	297	0
ENSG00000227404	1409	35
ENSG00000164556	1692	3
ENSG00000006715	209421	1515
ENSG00000106536	515187	532
ENSG00000233854	33182	0
ENSG00000206947	132	0
ENSG00000224122	1990	0
ENSG00000227172	20594	22
ENSG00000241127	43936	422
ENSG00000236015	823	0
ENSG00000231951	681	0
ENSG00000106540	564	0
ENSG00000287584	1949	20
ENSG00000006451	84556	1306
ENSG00000228554	2956	0
ENSG00000188185	59663	1500
ENSG00000252480	104	0
ENSG00000270797	338	0
ENSG00000226220	1319	28
ENSG00000237251	51592	132
ENSG00000231198	508	0
ENSG00000233225	1148	0
ENSG00000175741	563	0
ENSG00000242855	290	0
ENSG00000259826	2234	8
ENSG00000065883	149460	4945
ENSG00000273444	167	2
ENSG00000270577	259	2
ENSG00000168303	8596	261
ENSG00000199273	112	0
ENSG00000175600	725787	1493
ENSG00000248711	2539	0
ENSG00000203446	8802	0
ENSG00000227658	9660	0
ENSG00000232458	15273	10
ENSG00000224017	43969	66
ENSG00000122641	38667	733
ENSG00000224116	85505	81
ENSG00000106571	276922	2330
ENSG00000213721	256	0
ENSG00000238284	44732	35
ENSG00000229161	7589	47
ENSG00000231539	14767	10
ENSG00000261019	1368	3
ENSG00000136197	3580	5
ENSG00000256646	22902	19
ENSG00000106588	15325	0
ENSG00000234983	1344	0
ENSG00000106591	16583	421
ENSG00000232006	159797	1196
ENSG00000201933	113	0
ENSG00000002746	453373	706
ENSG00000181211	45292	0
ENSG00000264069	100	0
ENSG00000252983	62	0
ENSG00000223258	105	0
ENSG00000228680	10203	0
ENSG00000213717	424	0
ENSG00000231638	13815	0
ENSG00000164543	67956	429
ENSG00000106603	121262	4200
ENSG00000106605	48663	2595
ENSG00000229497	310	0
ENSG00000062582	3336	0
ENSG00000270617	40032	21
ENSG00000106608	50518	1145
ENSG00000237972	1358	0
ENSG00000078967	29701	252
ENSG00000214783	78281	2
ENSG00000273432	67242	0
ENSG00000241057	11734	0
ENSG00000239556	5213	0
ENSG00000136206	12226	0
ENSG00000228434	3821	0
ENSG00000285596	27097	101
ENSG00000272655	5609	0
ENSG00000228903	14942	24
ENSG00000235314	3136	25
ENSG00000136279	24817	1531
ENSG00000284067	64	0
ENSG00000164708	2841	0
ENSG00000239775	1172	0
ENSG00000122678	10469	1821
ENSG00000283969	56	0
ENSG00000106624	10218	4230
ENSG00000284412	64	0
ENSG00000106628	9678	1402
ENSG00000252848	122	0
ENSG00000106631	2469	1
ENSG00000106633	54958	37
ENSG00000106636	13327	941
ENSG00000058404	117428	268
ENSG00000279853	2153	8
ENSG00000015676	111540	3848
ENSG00000146677	408	0
ENSG00000200456	107	1
ENSG00000225443	308	1
ENSG00000015520	28781	46
ENSG00000136271	9635	2399
ENSG00000158604	4394	507
ENSG00000287574	1158	5
ENSG00000271586	456	0
ENSG00000105953	102495	3434
ENSG00000122515	21301	9427
ENSG00000228596	2291	14
ENSG00000196262	27885	7987
ENSG00000105968	21297	1010
ENSG00000234183	1153	2
ENSG00000146676	9232	793
ENSG00000284261	53	0
ENSG00000272768	1441	25
ENSG00000230160	661	14
ENSG00000260997	1911	18
ENSG00000136286	16427	331
ENSG00000232956	3939	157
ENSG00000277184	133	0
ENSG00000136280	76995	1977
ENSG00000136274	8533	32
ENSG00000136270	11948	1115
ENSG00000206838	134	0
ENSG00000201772	137	0
ENSG00000200656	132	0
ENSG00000122679	28512	305
ENSG00000286738	116122	310
ENSG00000275295	743	0
ENSG00000234359	580	1
ENSG00000225537	81471	117
ENSG00000226999	159	0
ENSG00000164742	148977	1256
ENSG00000214765	45206	1382
ENSG00000272556	46159	2561
ENSG00000212450	104	0
ENSG00000235955	2801	18
ENSG00000226838	4508	19
ENSG00000251378	516	0
ENSG00000202350	107	0
ENSG00000283247	13089	16
ENSG00000146678	5301	1
ENSG00000146674	9630	263
ENSG00000237471	46024	107
ENSG00000229628	9994	14
ENSG00000233952	532	0
ENSG00000221971	1158	0
ENSG00000224547	752	2
ENSG00000229459	33406	49
ENSG00000237760	41502	95
ENSG00000240355	1484	0
ENSG00000230680	3757	1
ENSG00000224519	333	0
ENSG00000233539	86067	115
ENSG00000242948	2071	4
ENSG00000232072	159054	115
ENSG00000223829	57838	0
ENSG00000229192	78509	45
ENSG00000242552	443	0
ENSG00000214754	882	0
ENSG00000286315	2420	9
ENSG00000136205	307405	4676
ENSG00000236078	21429	32
ENSG00000221845	6405	5
ENSG00000158683	208290	490
ENSG00000146666	5297	0
ENSG00000136275	24557	0
ENSG00000225507	526	1
ENSG00000136273	16328	170
ENSG00000164744	41972	70
ENSG00000164746	25794	63
ENSG00000183696	20109	110
ENSG00000179869	476040	554
ENSG00000228173	9355	5
ENSG00000285536	3256	2
ENSG00000225705	6473	0
ENSG00000279578	3860	0
ENSG00000229165	1336	2
ENSG00000218305	7690	4
ENSG00000234686	24680	36
ENSG00000270763	1354	1
ENSG00000286995	62958	96
ENSG00000279104	1868	1
ENSG00000188730	148313	56
ENSG00000042813	270909	309
ENSG00000223893	2190	0
ENSG00000287521	845	0
ENSG00000164500	63374	34
ENSG00000228005	1284	0
ENSG00000231681	60994	90
ENSG00000235620	833	0
ENSG00000185811	101034	920
ENSG00000285165	11609	0
ENSG00000200815	107	1
ENSG00000132436	98408	189
ENSG00000132437	106970	15
ENSG00000226122	11705	0
ENSG00000106070	203400	1513
ENSG00000286658	2144	0
ENSG00000236046	2630	1
ENSG00000228085	155	0
ENSG00000228204	156244	546
ENSG00000201133	144	0
ENSG00000106078	300607	996
ENSG00000231490	739	0
ENSG00000227233	2377	33
ENSG00000228897	739	59
ENSG00000227080	685	57
ENSG00000285741	258000	490
ENSG00000229478	288	0
ENSG00000229403	16620	0
ENSG00000242650	266	0
ENSG00000286987	7327	4
ENSG00000287039	15713	7
ENSG00000233960	27679	15
ENSG00000253028	133	1
ENSG00000286908	10283	19
ENSG00000234304	5971	19
ENSG00000223970	1010	1
ENSG00000221900	1293	0
ENSG00000227344	1551	31
ENSG00000271194	592	1
ENSG00000199629	152	0
ENSG00000222154	292	0
ENSG00000234105	2125	1
ENSG00000228627	15342	8
ENSG00000205628	156445	178
ENSG00000222355	189	0
ENSG00000271306	481	0
ENSG00000232418	132	0
ENSG00000235454	1107	17
ENSG00000238131	21129	30
ENSG00000287953	72507	150
ENSG00000280920	1198	0
ENSG00000231427	124424	160
ENSG00000213673	885	0
ENSG00000170419	28756	4
ENSG00000224223	14757	0
ENSG00000228735	2743	6
ENSG00000200471	107	0
ENSG00000232612	377	1
ENSG00000288525	1153	0
ENSG00000286404	9324	10
ENSG00000132432	7725	108
ENSG00000234707	53380	94
ENSG00000218586	4486	65
ENSG00000146648	192612	361
ENSG00000224057	9185	0
ENSG00000280890	19671	6
ENSG00000237210	1435	0
ENSG00000230564	448	0
ENSG00000230936	2643	3
ENSG00000132434	68295	1029
ENSG00000154978	136933	6502
ENSG00000223475	15166	66
ENSG00000233977	1120	0
ENSG00000231394	1230	1
ENSG00000234844	569	2
ENSG00000235207	1332	0
ENSG00000231317	21723	51
ENSG00000176826	32179	206
ENSG00000252857	105	0
ENSG00000275853	304	0
ENSG00000224971	288	50
ENSG00000237799	2827	30
ENSG00000275875	345	19
ENSG00000273720	385	7
ENSG00000226278	8492	27
ENSG00000206729	107	0
ENSG00000154997	69216	122
ENSG00000235738	535	0
ENSG00000225270	843	0
ENSG00000229762	633	0
ENSG00000225018	287	0
ENSG00000227499	253	1
ENSG00000249773	67963	265
ENSG00000178665	55075	0
ENSG00000146729	48389	1941
ENSG00000239789	4624	0
ENSG00000146733	40554	791
ENSG00000146731	12305	1374
ENSG00000206603	138	0
ENSG00000207168	133	0
ENSG00000129103	16669	1161
ENSG00000164776	12714	540
ENSG00000106153	4904	919
ENSG00000185290	1737	28
ENSG00000230191	389	35
ENSG00000233028	779	10
ENSG00000285670	5769	1
ENSG00000227491	1149	0
ENSG00000223559	3196	28
ENSG00000224155	849	8
ENSG00000203462	798	2
ENSG00000202296	107	0
ENSG00000231299	180	2
ENSG00000225371	2813	30
ENSG00000224370	337	5
ENSG00000223330	104	0
ENSG00000232944	512	3
ENSG00000237268	26519	75
ENSG00000278205	5236	9
ENSG00000225488	6799	15
ENSG00000226485	954	0
ENSG00000261275	4162	4
ENSG00000231504	761	0
ENSG00000223740	686	3
ENSG00000233288	10424	19
ENSG00000224947	738	1
ENSG00000213650	953	7
ENSG00000234716	1019	4
ENSG00000213067	964	0
ENSG00000271047	144	1
ENSG00000287019	2874	0
ENSG00000229909	989	0
ENSG00000228303	11754	19
ENSG00000286477	15938	19
ENSG00000277174	2331	7
ENSG00000282879	195	2
ENSG00000277253	2813	36
ENSG00000279072	39587	433
ENSG00000233437	6762	8
ENSG00000225244	4013	18
ENSG00000264426	80	1
ENSG00000189166	17262	806
ENSG00000214668	5989	24
ENSG00000229508	712	0
ENSG00000275061	6715	32
ENSG00000185177	20251	21
ENSG00000286436	13725	15
ENSG00000235095	2362	0
ENSG00000283431	2857	2
ENSG00000284474	207	0
ENSG00000283547	681	2
ENSG00000231537	772	1
ENSG00000283230	350	0
ENSG00000283481	270	0
ENSG00000225295	1366	0
ENSG00000228440	1798	2
ENSG00000283311	512	0
ENSG00000224880	1006	2
ENSG00000224723	2644	5
ENSG00000230764	415	0
ENSG00000237309	1030	3
ENSG00000236692	1546	2
ENSG00000284291	649	2
ENSG00000284098	161	0
ENSG00000283626	678	0
ENSG00000228851	787	1
ENSG00000284558	341	1
ENSG00000284221	294	0
ENSG00000227584	1374	1
ENSG00000230531	1798	2
ENSG00000284572	509	0
ENSG00000234671	1135	1
ENSG00000169325	2773	2
ENSG00000234089	13033	13
ENSG00000238431	66	0
ENSG00000287517	3251	7
ENSG00000274299	4359	8
ENSG00000280225	2537	1
ENSG00000260653	15364	7
ENSG00000266168	66	0
ENSG00000227182	896	0
ENSG00000235368	1174	2
ENSG00000182111	23383	46
ENSG00000270957	730	0
ENSG00000233601	10311	27
ENSG00000243981	16711	21
ENSG00000270749	867	0
ENSG00000229627	388	0
ENSG00000230796	739	0
ENSG00000237639	334	0
ENSG00000233962	724	0
ENSG00000236261	334	0
ENSG00000234085	571	1
ENSG00000227015	328	1
ENSG00000232161	208	0
ENSG00000230271	616	0
ENSG00000250923	199	0
ENSG00000224484	550	1
ENSG00000236907	412	0
ENSG00000250618	202	0
ENSG00000224653	809	0
ENSG00000223836	379	0
ENSG00000237236	742	0
ENSG00000231232	337	0
ENSG00000231484	8716	11
ENSG00000271696	943	0
ENSG00000233918	318	0
ENSG00000207443	107	0
ENSG00000227148	9605	11
ENSG00000233454	2632	6
ENSG00000233782	1192	4
ENSG00000234312	1171	2
ENSG00000231523	37434	86
ENSG00000199231	80	0
ENSG00000237572	2604	5
ENSG00000226075	1211	0
ENSG00000244550	8531	13
ENSG00000240651	6732	31
ENSG00000236638	392	0
ENSG00000185037	12539	27
ENSG00000226587	27653	49
ENSG00000227298	490	0
ENSG00000232165	893	0
ENSG00000230000	2914	0
ENSG00000227545	906	0
ENSG00000227923	333	0
ENSG00000229301	4850	16
ENSG00000236284	730	2
ENSG00000230361	905	0
ENSG00000230600	5324	25
ENSG00000232817	4850	14
ENSG00000227305	28309	54
ENSG00000223889	361	0
ENSG00000234387	1163	0
ENSG00000268181	2910	0
ENSG00000234467	912	0
ENSG00000227426	887	0
ENSG00000224368	559	0
ENSG00000197990	6869	19
ENSG00000230132	392	0
ENSG00000164740	6738	33
ENSG00000228645	863	0
ENSG00000214660	5991	23
ENSG00000223566	17333	503
ENSG00000265214	80	1
ENSG00000226401	4010	20
ENSG00000226411	1052	1
ENSG00000271466	2791	51
ENSG00000227397	190	0
ENSG00000236574	192	0
ENSG00000225451	1010	0
ENSG00000236299	12595	48
ENSG00000235720	1356	0
ENSG00000226581	24890	45
ENSG00000226342	1488	0
ENSG00000227910	1520	3
ENSG00000287588	5089	6
ENSG00000213645	828	5
ENSG00000233173	883	2
ENSG00000231264	605	0
ENSG00000284534	21634	32
ENSG00000228660	693	0
ENSG00000230639	291	0
ENSG00000176232	1093	0
ENSG00000278577	103	0
ENSG00000241149	17257	59
ENSG00000228564	5697	2
ENSG00000286397	2315	0
ENSG00000285544	69128	24
ENSG00000214652	39906	0
ENSG00000223558	1017	0
ENSG00000224458	50417	48
ENSG00000248704	1203	0
ENSG00000248315	285	0
ENSG00000230052	342	0
ENSG00000233385	755	0
ENSG00000227035	751	0
ENSG00000234234	658	0
ENSG00000234700	1523	0
ENSG00000230252	1004	0
ENSG00000235646	821	0
ENSG00000229881	9564	0
ENSG00000236976	864	0
ENSG00000213643	748	0
ENSG00000235227	887	3
ENSG00000213644	1184	1
ENSG00000223614	13419	22
ENSG00000197123	38458	61
ENSG00000287699	6303	4
ENSG00000234444	49176	984
ENSG00000227986	1122	0
ENSG00000287985	6344	20
ENSG00000276650	712	4
ENSG00000232727	763	11
ENSG00000223845	941	4
ENSG00000228014	1469	5
ENSG00000228653	905	80
ENSG00000173041	43198	1412
ENSG00000223974	569	0
ENSG00000235349	630	1
ENSG00000213642	1010	1
ENSG00000224669	475	1
ENSG00000276475	535	1
ENSG00000286456	2300	3
ENSG00000287317	4182	9
ENSG00000196247	45500	1954
ENSG00000271550	8440	0
ENSG00000275667	113	0
ENSG00000224172	811	20
ENSG00000277206	946	3
ENSG00000197008	39294	1608
ENSG00000287580	2160	0
ENSG00000234338	1603	31
ENSG00000182722	958	18
ENSG00000213640	1372	116
ENSG00000287869	2650	3
ENSG00000198039	60795	1066
ENSG00000189316	1574	0
ENSG00000223476	344	19
ENSG00000270948	784	16
ENSG00000286342	3131	133
ENSG00000152926	34913	907
ENSG00000213462	16388	0
ENSG00000201165	107	0
ENSG00000234585	36360	1809
ENSG00000239985	194	0
ENSG00000207344	134	0
ENSG00000207062	135	0
ENSG00000227113	3758	163
ENSG00000226002	16130	270
ENSG00000164669	93185	1607
ENSG00000237026	934	0
ENSG00000229064	151	3
ENSG00000282381	36865	165
ENSG00000277544	2348	0
ENSG00000231556	495	4
ENSG00000232906	1243	0
ENSG00000146757	27338	220
ENSG00000238124	368	1
ENSG00000226767	172	9
ENSG00000235421	29116	1722
ENSG00000230386	2072	1
ENSG00000272693	123801	2585
ENSG00000273024	70866	0
ENSG00000228409	12213	0
ENSG00000206634	134	0
ENSG00000206785	135	0
ENSG00000275833	3772	0
ENSG00000224316	28448	310
ENSG00000200670	104	0
ENSG00000236529	2342	41
ENSG00000201560	107	0
ENSG00000196715	86490	3021
ENSG00000169919	21532	1590
ENSG00000224365	121	2
ENSG00000229886	6419	22
ENSG00000205596	415	2
ENSG00000126522	18898	761
ENSG00000249319	64517	1141
ENSG00000241258	39965	0
ENSG00000234185	45409	839
ENSG00000169902	215227	1926
ENSG00000252126	112	0
ENSG00000179406	117523	622
ENSG00000251451	1952	0
ENSG00000231234	489	0
ENSG00000230189	25686	0
ENSG00000236928	521	0
ENSG00000279785	1194	0
ENSG00000244510	9715	0
ENSG00000244657	1438	0
ENSG00000237310	2152	21
ENSG00000179342	1069	8
ENSG00000234500	33511	398
ENSG00000229180	66310	1634
ENSG00000275400	395	0
ENSG00000232491	850	0
ENSG00000177418	474	0
ENSG00000225573	370	92
ENSG00000243335	20301	0
ENSG00000284461	182232	628
ENSG00000226824	16986	0
ENSG00000154710	129301	0
ENSG00000272831	557	0
ENSG00000271064	240	0
ENSG00000230583	34890	140
ENSG00000232546	9641	162
ENSG00000230295	2274	66
ENSG00000212568	104	0
ENSG00000273142	3441	1317
ENSG00000179131	363	1
ENSG00000274135	272	3
ENSG00000106609	37327	1069
ENSG00000275878	291	2
ENSG00000126524	7908	405
ENSG00000198874	244347	3672
ENSG00000233383	214	0
ENSG00000266525	76	0
ENSG00000230358	7951	1372
ENSG00000067601	14879	1540
ENSG00000201565	102	0
ENSG00000106610	60330	2408
ENSG00000228019	752	0
ENSG00000273448	1337	0
ENSG00000226392	189	1
ENSG00000237466	328	1
ENSG00000233423	5972	11
ENSG00000223948	840	0
ENSG00000225209	16683	21
ENSG00000236531	27987	51
ENSG00000232975	514	0
ENSG00000226829	170129	244
ENSG00000237754	631	0
ENSG00000225959	541	0
ENSG00000228429	787	4
ENSG00000222428	138	1
ENSG00000233689	20371	28
ENSG00000200189	107	0
ENSG00000286466	29266	35
ENSG00000225718	244103	305
ENSG00000236839	1486	0
ENSG00000230654	681	0
ENSG00000229031	1799	0
ENSG00000252423	102	0
ENSG00000200857	113	0
ENSG00000234215	2701	3
ENSG00000158321	1195211	11580
ENSG00000236978	276	0
ENSG00000185274	581457	763
ENSG00000265878	99	0
ENSG00000283278	95	0
ENSG00000199940	296	0
ENSG00000183166	667661	1117
ENSG00000201014	119	0
ENSG00000235581	210	0
ENSG00000228769	1029	0
ENSG00000277149	269457	2467
ENSG00000264494	76	0
ENSG00000270694	205	0
ENSG00000270555	394	0
ENSG00000266569	278	0
ENSG00000225648	7277	129
ENSG00000274656	291	2
ENSG00000179994	8825	746
ENSG00000196313	72076	3127
ENSG00000272843	708	0
ENSG00000106133	7210	609
ENSG00000285886	2310	53
ENSG00000155428	9982	226
ENSG00000174353	36227	13883
ENSG00000205584	1914	0
ENSG00000276178	102	0
ENSG00000229018	15563	1018
ENSG00000201282	102	0
ENSG00000273520	9429	1214
ENSG00000273897	11876	89
ENSG00000273927	102	0
ENSG00000285702	29811	2222
ENSG00000275976	5927	0
ENSG00000286228	9431	0
ENSG00000277125	11825	758
ENSG00000274984	102	0
ENSG00000262461	9874	873
ENSG00000174384	11733	654
ENSG00000199913	102	0
ENSG00000274570	6940	1296
ENSG00000233369	52346	3853
ENSG00000233523	768	0
ENSG00000182487	15322	415
ENSG00000214544	37369	1298
ENSG00000205578	7665	478
ENSG00000130305	6311	1710
ENSG00000146755	15547	58
ENSG00000225005	1107	0
ENSG00000077800	30477	86
ENSG00000206709	107	0
ENSG00000202035	102	1
ENSG00000188763	2343	2
ENSG00000009954	81888	7122
ENSG00000252713	67	0
ENSG00000106635	21335	542
ENSG00000106638	11255	577
ENSG00000009950	31350	144
ENSG00000274080	2241	0
ENSG00000176428	4282	19
ENSG00000176410	2536	266
ENSG00000071462	22137	1451
ENSG00000106089	20467	300
ENSG00000265724	81	0
ENSG00000241709	300	12
ENSG00000225969	1121	68
ENSG00000106077	2774	5400
ENSG00000165215	1274	6770
ENSG00000189143	33152	2736
ENSG00000165171	7927	440
